Name,hydrophobicity,class
seq4550,-0.263,nonDRNA
seq4551,-0.084,nonDRNA
seq4552,-0.12,nonDRNA
seq4553,-0.006,nonDRNA
seq4554,0.137,nonDRNA
seq4555,-0.499,nonDRNA
seq4556,-0.081,nonDRNA
seq4557,-0.058,nonDRNA
seq4558,-0.215,nonDRNA
seq4559,-0.185,nonDRNA
seq4560,-0.022,nonDRNA
seq4561,-0.371,nonDRNA
seq4562,-0.72,nonDRNA
seq4563,-0.529,nonDRNA
seq4564,-0.629,nonDRNA
seq4565,-0.59,nonDRNA
seq4566,-0.168,nonDRNA
seq4567,0.237,nonDRNA
seq4568,-0.213,nonDRNA
seq4569,-0.223,nonDRNA
seq4570,-0.251,nonDRNA
seq4571,-0.175,nonDRNA
seq4572,-0.118,nonDRNA
seq4573,-0.303,nonDRNA
seq4574,-0.134,nonDRNA
seq4575,-0.052,nonDRNA
seq4576,-0.257,nonDRNA
seq4577,-0.328,nonDRNA
seq4578,-0.356,nonDRNA
seq4579,-0.33,nonDRNA
seq4580,0.008,nonDRNA
seq4581,-0.139,nonDRNA
seq4582,-0.433,nonDRNA
seq4583,-0.219,nonDRNA
seq4584,0.191,nonDRNA
seq4585,-0.382,nonDRNA
seq4586,-0.126,nonDRNA
seq4587,-0.004,nonDRNA
seq4588,-0.435,nonDRNA
seq4589,-0.224,nonDRNA
seq4590,-0.286,nonDRNA
seq4591,-0.317,nonDRNA
seq4592,-0.286,nonDRNA
seq4593,-0.13,nonDRNA
seq4594,-0.056,nonDRNA
seq4595,-0.528,nonDRNA
seq4596,-0.202,nonDRNA
seq4597,-0.174,nonDRNA
seq4598,-0.316,nonDRNA
seq4599,-0.453,nonDRNA
seq4600,-0.149,nonDRNA
seq4601,-0.571,nonDRNA
seq4602,-0.05,nonDRNA
seq4603,-0.754,nonDRNA
seq4604,-0.294,nonDRNA
seq4605,-0.766,nonDRNA
seq4606,-0.584,nonDRNA
seq4607,-0.265,nonDRNA
seq4608,-0.071,nonDRNA
seq4609,-0.631,nonDRNA
seq4610,-0.317,nonDRNA
seq4611,-0.234,nonDRNA
seq4612,0.016,nonDRNA
seq4613,-0.51,nonDRNA
seq4614,0.177,nonDRNA
seq4615,-0.187,nonDRNA
seq4616,-0.055,nonDRNA
seq4617,-0.171,nonDRNA
seq4618,-0.186,nonDRNA
seq4619,0.13,nonDRNA
seq4620,-0.009,nonDRNA
seq4621,-0.165,nonDRNA
seq4622,-0.648,nonDRNA
seq4623,-0.544,nonDRNA
seq4624,-0.092,nonDRNA
seq4625,-0.013,nonDRNA
seq4626,-0.057,nonDRNA
seq4627,-0.577,nonDRNA
seq4628,-0.673,nonDRNA
seq4629,-0.492,nonDRNA
seq4630,0.039,nonDRNA
seq4631,0.023,nonDRNA
seq4632,-0.535,nonDRNA
seq4633,-0.441,nonDRNA
seq4634,-0.124,nonDRNA
seq4635,-0.131,nonDRNA
seq4636,-0.164,nonDRNA
seq4637,-0.472,nonDRNA
seq4638,-0.406,nonDRNA
seq4639,-0.573,nonDRNA
seq4640,0.199,nonDRNA
seq4641,0.199,nonDRNA
seq4642,-0.312,nonDRNA
seq4643,-0.346,nonDRNA
seq4644,0.059,nonDRNA
seq4645,0.075,nonDRNA
seq4646,-0.1,nonDRNA
seq4647,-0.497,nonDRNA
seq4648,-0.095,nonDRNA
seq4649,-0.434,nonDRNA
seq4650,0.062,nonDRNA
seq4651,-0.401,nonDRNA
seq4652,0.044,nonDRNA
seq4653,-0.38,nonDRNA
seq4654,-0.008,nonDRNA
seq4655,-0.378,nonDRNA
seq4656,-0.412,nonDRNA
seq4657,-0.407,nonDRNA
seq4658,-0.222,nonDRNA
seq4659,-0.463,nonDRNA
seq4660,-0.032,nonDRNA
seq4661,0.014,nonDRNA
seq4662,0.104,nonDRNA
seq4663,-0.435,nonDRNA
seq4664,-0.386,nonDRNA
seq4665,-0.457,nonDRNA
seq4666,-0.428,nonDRNA
seq4667,-0.498,nonDRNA
seq4668,-0.58,nonDRNA
seq4669,0.001,nonDRNA
seq4670,-0.39,nonDRNA
seq4671,0.083,nonDRNA
seq4672,0.044,nonDRNA
seq4673,0.053,nonDRNA
seq4674,-0.17,nonDRNA
seq4675,-0.233,nonDRNA
seq4676,-0.103,nonDRNA
seq4677,-0.005,nonDRNA
seq4678,0.165,nonDRNA
seq4679,0.954,nonDRNA
seq4680,-0.226,nonDRNA
seq4681,0.465,nonDRNA
seq4682,-0.697,nonDRNA
seq4683,-0.288,nonDRNA
seq4684,0.068,nonDRNA
seq4685,-0.289,nonDRNA
seq4686,-0.658,nonDRNA
seq4687,0.655,nonDRNA
seq4688,-0.554,nonDRNA
seq4689,-0.117,nonDRNA
seq4690,-0.245,nonDRNA
seq4691,-0.38,nonDRNA
seq4692,-0.295,nonDRNA
seq4693,-0.752,nonDRNA
seq4694,-0.031,nonDRNA
seq4695,-0.326,nonDRNA
seq4696,-0.363,nonDRNA
seq4697,-0.341,nonDRNA
seq4698,-0.077,nonDRNA
seq4699,-0.217,nonDRNA
seq4700,-0.257,nonDRNA
seq4701,-0.21,nonDRNA
seq4702,-0.371,nonDRNA
seq4703,-0.349,nonDRNA
seq4704,-0.074,nonDRNA
seq4705,-0.301,nonDRNA
seq4706,-0.016,nonDRNA
seq4707,0.155,nonDRNA
seq4708,-0.525,nonDRNA
seq4709,0.244,nonDRNA
seq4710,-0.307,nonDRNA
seq4711,-0.222,nonDRNA
seq4712,-0.514,nonDRNA
seq4713,-0.514,nonDRNA
seq4714,0.553,nonDRNA
seq4715,-0.069,nonDRNA
seq4716,-0.112,nonDRNA
seq4717,-0.526,nonDRNA
seq4718,-0.204,nonDRNA
seq4719,-0.245,nonDRNA
seq4720,-0.108,nonDRNA
seq4721,-0.21,nonDRNA
seq4722,-0.188,nonDRNA
seq4723,-0.212,nonDRNA
seq4724,-0.367,nonDRNA
seq4725,-0.354,nonDRNA
seq4726,-0.252,nonDRNA
seq4727,-0.16,nonDRNA
seq4728,0.099,nonDRNA
seq4729,-0.24,nonDRNA
seq4730,-0.162,nonDRNA
seq4731,-0.341,nonDRNA
seq4732,-0.352,nonDRNA
seq4733,0.019,nonDRNA
seq4734,-0.226,nonDRNA
seq4735,-0.351,nonDRNA
seq4736,-0.165,nonDRNA
seq4737,-0.029,nonDRNA
seq4738,-0.066,nonDRNA
seq4739,-0.18,nonDRNA
seq4740,-0.183,nonDRNA
seq4741,-0.024,nonDRNA
seq4742,-0.217,nonDRNA
seq4743,-0.596,nonDRNA
seq4744,0.129,nonDRNA
seq4745,-0.168,nonDRNA
seq4746,0.194,nonDRNA
seq4747,0.017,nonDRNA
seq4748,-0.469,nonDRNA
seq4749,0.001,nonDRNA
seq4750,-0.448,nonDRNA
seq4751,-0.473,nonDRNA
seq4752,0.138,nonDRNA
seq4753,-0.099,nonDRNA
seq4754,-0.088,nonDRNA
seq4755,-0.247,nonDRNA
seq4756,-0.298,nonDRNA
seq4757,-0.308,nonDRNA
seq4758,0.199,nonDRNA
seq4759,-0.284,nonDRNA
seq4760,-0.309,nonDRNA
seq4761,-0.227,nonDRNA
seq4762,-0.141,nonDRNA
seq4763,-0.493,nonDRNA
seq4764,-0.661,nonDRNA
seq4765,-0.649,nonDRNA
seq4766,-0.177,nonDRNA
seq4767,-0.588,nonDRNA
seq4768,-0.56,nonDRNA
seq4769,-0.283,nonDRNA
seq4770,0.024,nonDRNA
seq4771,0.285,nonDRNA
seq4772,0.222,nonDRNA
seq4773,-0.17,nonDRNA
seq4774,-0.26,nonDRNA
seq4775,-0.004,nonDRNA
seq4776,-0.26,nonDRNA
seq4777,-0.407,nonDRNA
seq4778,-0.033,nonDRNA
seq4779,-0.049,nonDRNA
seq4780,-0.708,nonDRNA
seq4781,-0.128,nonDRNA
seq4782,-0.326,nonDRNA
seq4783,-0.137,nonDRNA
seq4784,-0.05,nonDRNA
seq4785,-0.428,nonDRNA
seq4786,-0.264,nonDRNA
seq4787,-0.222,nonDRNA
seq4788,-0.038,nonDRNA
seq4789,0.005,nonDRNA
seq4790,0.077,nonDRNA
seq4791,-0.046,nonDRNA
seq4792,-0.091,nonDRNA
seq4793,-0.131,nonDRNA
seq4794,-0.189,nonDRNA
seq4795,0.112,nonDRNA
seq4796,-0.121,nonDRNA
seq4797,-0.908,nonDRNA
seq4798,-0.914,nonDRNA
seq4799,0.025,nonDRNA
seq4800,-0.16,nonDRNA
seq4801,-0.137,nonDRNA
seq4802,-0.152,nonDRNA
seq4803,-0.119,nonDRNA
seq4804,0.078,nonDRNA
seq4805,0.066,nonDRNA
seq4806,0.019,nonDRNA
seq4807,-0.243,nonDRNA
seq4808,-0.354,nonDRNA
seq4809,-0.366,nonDRNA
seq4810,-0.367,nonDRNA
seq4811,-0.429,nonDRNA
seq4812,-0.422,nonDRNA
seq4813,-0.391,nonDRNA
seq4814,-0.027,nonDRNA
seq4815,-0.246,nonDRNA
seq4816,-0.558,nonDRNA
seq4817,-0.586,nonDRNA
seq4818,-0.436,nonDRNA
seq4819,-0.306,nonDRNA
seq4820,-0.46,nonDRNA
seq4821,-0.073,nonDRNA
seq4822,-0.37,nonDRNA
seq4823,-0.012,nonDRNA
seq4824,-0.459,nonDRNA
seq4825,-0.308,nonDRNA
seq4826,-0.563,nonDRNA
seq4827,-0.421,nonDRNA
seq4828,-0.168,nonDRNA
seq4829,-0.162,nonDRNA
seq4830,-0.221,nonDRNA
seq4831,-0.232,nonDRNA
seq4832,0.085,nonDRNA
seq4833,-0.366,nonDRNA
seq4834,-0.286,nonDRNA
seq4835,-0.096,nonDRNA
seq4836,-0.012,nonDRNA
seq4837,-0.212,nonDRNA
seq4838,-0.248,nonDRNA
seq4839,-0.223,nonDRNA
seq4840,-0.367,nonDRNA
seq4841,0.016,nonDRNA
seq4842,-0.245,nonDRNA
seq4843,0.08,nonDRNA
seq4844,-0.37,nonDRNA
seq4845,-0.316,nonDRNA
seq4846,-0.192,nonDRNA
seq4847,-0.32,nonDRNA
seq4848,-0.297,nonDRNA
seq4849,-0.287,nonDRNA
seq4850,-0.028,nonDRNA
seq4851,-0.101,nonDRNA
seq4852,-0.106,nonDRNA
seq4853,-0.084,nonDRNA
seq4854,-0.275,nonDRNA
seq4855,-0.389,nonDRNA
seq4856,0.008,nonDRNA
seq4857,-0.31,nonDRNA
seq4858,-0.295,nonDRNA
seq4859,-0.491,nonDRNA
seq4860,0.06,nonDRNA
seq4861,0.172,nonDRNA
seq4862,0.214,nonDRNA
seq4863,0.209,nonDRNA
seq4864,0.263,nonDRNA
seq4865,0.173,nonDRNA
seq4866,-0.057,nonDRNA
seq4867,-0.555,nonDRNA
seq4868,-0.3,nonDRNA
seq4869,0.063,nonDRNA
seq4870,-0.199,nonDRNA
seq4871,-0.631,nonDRNA
seq4872,-0.035,nonDRNA
seq4873,0.262,nonDRNA
seq4874,-0.266,nonDRNA
seq4875,0.234,nonDRNA
seq4876,-0.202,nonDRNA
seq4877,-0.159,nonDRNA
seq4878,-0.515,nonDRNA
seq4879,-0.123,nonDRNA
seq4880,-0.089,nonDRNA
seq4881,0.058,nonDRNA
seq4882,0.076,nonDRNA
seq4883,-0.148,nonDRNA
seq4884,-0.246,nonDRNA
seq4885,-0.308,nonDRNA
seq4886,0.313,nonDRNA
seq4887,-0.117,nonDRNA
seq4888,-0.242,nonDRNA
seq4889,-0.626,nonDRNA
seq4890,-0.597,nonDRNA
seq4891,-0.233,nonDRNA
seq4892,0.162,nonDRNA
seq4893,0.014,nonDRNA
seq4894,-0.136,nonDRNA
seq4895,-0.15,nonDRNA
seq4896,0.037,nonDRNA
seq4897,-0.773,nonDRNA
seq4898,-0.263,nonDRNA
seq4899,-0.29,nonDRNA
seq4900,-0.564,nonDRNA
seq4901,-0.419,nonDRNA
seq4902,-0.335,nonDRNA
seq4903,-0.339,nonDRNA
seq4904,-0.388,nonDRNA
seq4905,-0.095,nonDRNA
seq4906,-0.297,nonDRNA
seq4907,-0.279,nonDRNA
seq4908,-0.149,nonDRNA
seq4909,-0.147,nonDRNA
seq4910,-0.271,nonDRNA
seq4911,-0.037,nonDRNA
seq4912,-0.219,nonDRNA
seq4913,-0.169,nonDRNA
seq4914,-0.337,nonDRNA
seq4915,-0.526,nonDRNA
seq4916,-0.076,nonDRNA
seq4917,0.148,nonDRNA
seq4918,0.016,nonDRNA
seq4919,-0.492,nonDRNA
seq4920,0.548,nonDRNA
seq4921,-0.274,nonDRNA
seq4922,-0.22,nonDRNA
seq4923,-0.068,nonDRNA
seq4924,-0.373,nonDRNA
seq4925,-0.211,nonDRNA
seq4926,-1.246,nonDRNA
seq4927,-0.541,nonDRNA
seq4928,-0.299,nonDRNA
seq4929,-0.193,nonDRNA
seq4930,-0.231,nonDRNA
seq4931,-0.137,nonDRNA
seq4932,-0.717,nonDRNA
seq4933,-0.365,nonDRNA
seq4934,-0.238,nonDRNA
seq4935,-0.073,nonDRNA
seq4936,-0.268,nonDRNA
seq4937,-0.277,nonDRNA
seq4938,-0.461,nonDRNA
seq4939,0.011,nonDRNA
seq4940,-0.136,nonDRNA
seq4941,-0.023,nonDRNA
seq4942,-0.019,nonDRNA
seq4943,-0.467,nonDRNA
seq4944,-0.467,nonDRNA
seq4945,-0.388,nonDRNA
seq4946,1.084,nonDRNA
seq4947,0.162,nonDRNA
seq4948,0.043,nonDRNA
seq4949,0.126,nonDRNA
seq4950,-0.671,nonDRNA
seq4951,0.059,nonDRNA
seq4952,0.023,nonDRNA
seq4953,-0.417,nonDRNA
seq4954,-0.437,nonDRNA
seq4955,0,nonDRNA
seq4956,-0.656,nonDRNA
seq4957,-0.373,nonDRNA
seq4958,-0.447,nonDRNA
seq4959,-0.084,nonDRNA
seq4960,-0.283,nonDRNA
seq4961,-0.253,nonDRNA
seq4962,-0.496,nonDRNA
seq4963,-0.044,nonDRNA
seq4964,0.123,nonDRNA
seq4965,0.026,nonDRNA
seq4966,-0.242,nonDRNA
seq4967,-0.186,nonDRNA
seq4968,-0.11,nonDRNA
seq4969,-0.318,nonDRNA
seq4970,0.032,nonDRNA
seq4971,-0.141,nonDRNA
seq4972,-0.069,nonDRNA
seq4973,-0.078,nonDRNA
seq4974,-0.334,nonDRNA
seq4975,-0.04,nonDRNA
seq4976,-0.047,nonDRNA
seq4977,-0.34,nonDRNA
seq4978,-0.022,nonDRNA
seq4979,-0.343,nonDRNA
seq4980,-0.096,nonDRNA
seq4981,0.04,nonDRNA
seq4982,-0.13,nonDRNA
seq4983,-0.11,nonDRNA
seq4984,-0.061,nonDRNA
seq4985,-0.022,nonDRNA
seq4986,-0.341,nonDRNA
seq4987,-0.414,nonDRNA
seq4988,-0.631,nonDRNA
seq4989,-0.213,nonDRNA
seq4990,0.045,nonDRNA
seq4991,0.059,nonDRNA
seq4992,-0.266,nonDRNA
seq4993,0.179,nonDRNA
seq4994,-0.408,nonDRNA
seq4995,-0.174,nonDRNA
seq4996,-0.328,nonDRNA
seq4997,0.042,nonDRNA
seq4998,0.061,nonDRNA
seq4999,0.059,nonDRNA
seq5000,0.218,nonDRNA
seq5001,-0.141,nonDRNA
seq5002,0.799,nonDRNA
seq5003,-0.432,nonDRNA
seq5004,-0.048,nonDRNA
seq5005,-0.503,nonDRNA
seq5006,-0.174,nonDRNA
seq5007,-0.412,nonDRNA
seq5008,-0.025,nonDRNA
seq5009,-0.227,nonDRNA
seq5010,-0.41,nonDRNA
seq5011,-0.151,nonDRNA
seq5012,-0.339,nonDRNA
seq5013,-0.113,nonDRNA
seq5014,-0.565,nonDRNA
seq5015,0.005,nonDRNA
seq5016,-0.4,nonDRNA
seq5017,-0.283,nonDRNA
seq5018,-0.347,nonDRNA
seq5019,-0.537,nonDRNA
seq5020,-0.19,nonDRNA
seq5021,-0.363,nonDRNA
seq5022,-0.092,nonDRNA
seq5023,-0.218,nonDRNA
seq5024,-0.408,nonDRNA
seq5025,-0.565,nonDRNA
seq5026,-0.289,nonDRNA
seq5027,-0.695,nonDRNA
seq5028,-0.179,nonDRNA
seq5029,-1.089,nonDRNA
seq5030,-0.346,nonDRNA
seq5031,-0.456,nonDRNA
seq5032,-0.588,nonDRNA
seq5033,-0.351,nonDRNA
seq5034,-0.414,nonDRNA
seq5035,-0.506,nonDRNA
seq5036,-0.255,nonDRNA
seq5037,-0.243,nonDRNA
seq5038,-0.143,nonDRNA
seq5039,-0.129,nonDRNA
seq5040,-1.028,nonDRNA
seq5041,-0.145,nonDRNA
seq5042,-0.634,nonDRNA
seq5043,-0.26,nonDRNA
seq5044,-0.487,nonDRNA
seq5045,-0.366,nonDRNA
seq5046,-0.246,nonDRNA
seq5047,-0.183,nonDRNA
seq5048,-0.16,nonDRNA
seq5049,-0.084,nonDRNA
seq5050,-0.493,nonDRNA
seq5051,-0.32,nonDRNA
seq5052,-0.209,nonDRNA
seq5053,-0.067,nonDRNA
seq5054,-0.247,nonDRNA
seq5055,-0.303,nonDRNA
seq5056,-0.089,nonDRNA
seq5057,0.179,nonDRNA
seq5058,-0.236,nonDRNA
seq5059,-0.277,nonDRNA
seq5060,-0.36,nonDRNA
seq5061,-0.173,nonDRNA
seq5062,-0.255,nonDRNA
seq5063,-0.368,nonDRNA
seq5064,0.186,nonDRNA
seq5065,0.523,nonDRNA
seq5066,-0.265,nonDRNA
seq5067,-0.429,nonDRNA
seq5068,0.014,nonDRNA
seq5069,0.056,nonDRNA
seq5070,0.335,nonDRNA
seq5071,-0.286,nonDRNA
seq5072,-0.847,nonDRNA
seq5073,-0.35,nonDRNA
seq5074,-0.372,nonDRNA
seq5075,0.058,nonDRNA
seq5076,-0.173,nonDRNA
seq5077,0.637,nonDRNA
seq5078,-0.093,nonDRNA
seq5079,-0.543,nonDRNA
seq5080,-0.268,nonDRNA
seq5081,-0.109,nonDRNA
seq5082,-0.108,nonDRNA
seq5083,-0.181,nonDRNA
seq5084,-0.067,nonDRNA
seq5085,0.114,nonDRNA
seq5086,-0.367,nonDRNA
seq5087,-0.042,nonDRNA
seq5088,-1.009,nonDRNA
seq5089,0.146,nonDRNA
seq5090,-0.279,nonDRNA
seq5091,-0.35,nonDRNA
seq5092,-0.383,nonDRNA
seq5093,-0.414,nonDRNA
seq5094,-0.282,nonDRNA
seq5095,-0.53,nonDRNA
seq5096,-0.225,nonDRNA
seq5097,-0.169,nonDRNA
seq5098,0.098,nonDRNA
seq5099,-0.253,nonDRNA
seq5100,-0.285,nonDRNA
seq5101,-0.321,nonDRNA
seq5102,-0.294,nonDRNA
seq5103,-0.291,nonDRNA
seq5104,-0.156,nonDRNA
seq5105,-0.03,nonDRNA
seq5106,0.121,nonDRNA
seq5107,0.531,nonDRNA
seq5108,-0.536,nonDRNA
seq5109,0.668,nonDRNA
seq5110,-0.332,nonDRNA
seq5111,-0.612,nonDRNA
seq5112,-0.307,nonDRNA
seq5113,-0.418,nonDRNA
seq5114,-0.208,nonDRNA
seq5115,-0.225,nonDRNA
seq5116,0.03,nonDRNA
seq5117,-0.473,nonDRNA
seq5118,-0.005,nonDRNA
seq5119,-0.254,nonDRNA
seq5120,-0.397,nonDRNA
seq5121,-0.209,nonDRNA
seq5122,-0.126,nonDRNA
seq5123,-0.224,nonDRNA
seq5124,-0.181,nonDRNA
seq5125,-0.149,nonDRNA
seq5126,-0.418,nonDRNA
seq5127,0.155,nonDRNA
seq5128,-0.315,nonDRNA
seq5129,-0.476,nonDRNA
seq5130,0.083,nonDRNA
seq5131,-0.116,nonDRNA
seq5132,-0.354,nonDRNA
seq5133,-0.529,nonDRNA
seq5134,-0.117,nonDRNA
seq5135,-0.139,nonDRNA
seq5136,-0.261,nonDRNA
seq5137,-0.125,nonDRNA
seq5138,-0.092,nonDRNA
seq5139,-0.318,nonDRNA
seq5140,-0.275,nonDRNA
seq5141,-0.46,nonDRNA
seq5142,-0.072,nonDRNA
seq5143,-0.361,nonDRNA
seq5144,-0.244,nonDRNA
seq5145,-0.004,nonDRNA
seq5146,-0.287,nonDRNA
seq5147,-0.025,nonDRNA
seq5148,-0.247,nonDRNA
seq5149,-0.397,nonDRNA
seq5150,0.028,nonDRNA
seq5151,-0.417,nonDRNA
seq5152,-0.14,nonDRNA
seq5153,-0.414,nonDRNA
seq5154,0.173,nonDRNA
seq5155,-0.169,nonDRNA
seq5156,0.085,nonDRNA
seq5157,-0.295,nonDRNA
seq5158,0.099,nonDRNA
seq5159,0.194,nonDRNA
seq5160,-0.511,nonDRNA
seq5161,-0.234,nonDRNA
seq5162,-0.332,nonDRNA
seq5163,-0.691,nonDRNA
seq5164,0.081,nonDRNA
seq5165,-0.083,nonDRNA
seq5166,0.015,nonDRNA
seq5167,-0.337,nonDRNA
seq5168,-0.29,nonDRNA
seq5169,-0.379,nonDRNA
seq5170,-0.033,nonDRNA
seq5171,-0.15,nonDRNA
seq5172,-0.281,nonDRNA
seq5173,0.908,nonDRNA
seq5174,-0.012,nonDRNA
seq5175,-0.008,nonDRNA
seq5176,-0.56,nonDRNA
seq5177,-0.519,nonDRNA
seq5178,-0.234,nonDRNA
seq5179,-0.309,nonDRNA
seq5180,-0.105,nonDRNA
seq5181,-0.222,nonDRNA
seq5182,-0.051,nonDRNA
seq5183,-0.003,nonDRNA
seq5184,-0.695,nonDRNA
seq5185,-0.158,nonDRNA
seq5186,-0.37,nonDRNA
seq5187,-0.836,nonDRNA
seq5188,-0.221,nonDRNA
seq5189,-0.422,nonDRNA
seq5190,-0.53,nonDRNA
seq5191,-0.248,nonDRNA
seq5192,-0.255,nonDRNA
seq5193,-0.155,nonDRNA
seq5194,-0.675,nonDRNA
seq5195,-0.382,nonDRNA
seq5196,0.109,nonDRNA
seq5197,-0.211,nonDRNA
seq5198,0.151,nonDRNA
seq5199,-0.225,nonDRNA
seq5200,-0.137,nonDRNA
seq5201,-0.224,nonDRNA
seq5202,-0.512,nonDRNA
seq5203,-0.158,nonDRNA
seq5204,-0.43,nonDRNA
seq5205,-0.348,nonDRNA
seq5206,-0.005,nonDRNA
seq5207,-0.204,nonDRNA
seq5208,0.049,nonDRNA
seq5209,1.408,nonDRNA
seq5210,-0.628,nonDRNA
seq5211,-0.04,nonDRNA
seq5212,-0.37,nonDRNA
seq5213,-0.546,nonDRNA
seq5214,-0.668,nonDRNA
seq5215,-0.228,nonDRNA
seq5216,0.035,nonDRNA
seq5217,0.13,nonDRNA
seq5218,-0.077,nonDRNA
seq5219,-0.516,nonDRNA
seq5220,-0.41,nonDRNA
seq5221,-0.135,nonDRNA
seq5222,-0.527,nonDRNA
seq5223,-0.274,nonDRNA
seq5224,-0.292,nonDRNA
seq5225,-0.119,nonDRNA
seq5226,-0.254,nonDRNA
seq5227,0.07,nonDRNA
seq5228,-0.377,nonDRNA
seq5229,-0.503,nonDRNA
seq5230,-0.167,nonDRNA
seq5231,-0.132,nonDRNA
seq5232,-0.523,nonDRNA
seq5233,-0.258,nonDRNA
seq5234,-0.259,nonDRNA
seq5235,-0.492,nonDRNA
seq5236,-0.26,nonDRNA
seq5237,-0.331,nonDRNA
seq5238,-0.274,nonDRNA
seq5239,-0.449,nonDRNA
seq5240,-0.398,nonDRNA
seq5241,-0.382,nonDRNA
seq5242,-0.447,nonDRNA
seq5243,-0.535,nonDRNA
seq5244,-0.345,nonDRNA
seq5245,-0.354,nonDRNA
seq5246,-0.888,nonDRNA
seq5247,-0.34,nonDRNA
seq5248,-0.655,nonDRNA
seq5249,-0.456,nonDRNA
seq5250,-0.396,nonDRNA
seq5251,-0.217,nonDRNA
seq5252,-0.054,nonDRNA
seq5253,-0.263,nonDRNA
seq5254,-0.456,nonDRNA
seq5255,-0.281,nonDRNA
seq5256,-0.445,nonDRNA
seq5257,-0.293,nonDRNA
seq5258,-0.028,nonDRNA
seq5259,-0.449,nonDRNA
seq5260,0.123,nonDRNA
seq5261,-0.222,nonDRNA
seq5262,-0.295,nonDRNA
seq5263,-0.578,nonDRNA
seq5264,-0.734,nonDRNA
seq5265,-0.004,nonDRNA
seq5266,-0.086,nonDRNA
seq5267,-0.54,nonDRNA
seq5268,-0.182,nonDRNA
seq5269,-0.466,nonDRNA
seq5270,-0.017,nonDRNA
seq5271,-0.295,nonDRNA
seq5272,-0.385,nonDRNA
seq5273,-0.301,nonDRNA
seq5274,-0.482,nonDRNA
seq5275,-0.574,nonDRNA
seq5276,-0.021,nonDRNA
seq5277,-0.52,nonDRNA
seq5278,-0.608,nonDRNA
seq5279,-0.246,nonDRNA
seq5280,-0.161,nonDRNA
seq5281,-0.042,nonDRNA
seq5282,0.036,nonDRNA
seq5283,-0.047,nonDRNA
seq5284,-0.051,nonDRNA
seq5285,-0.257,nonDRNA
seq5286,-0.114,nonDRNA
seq5287,-0.25,nonDRNA
seq5288,0.062,nonDRNA
seq5289,1.333,nonDRNA
seq5290,-0.241,nonDRNA
seq5291,-0.797,nonDRNA
seq5292,0.216,nonDRNA
seq5293,-0.444,nonDRNA
seq5294,-0.233,nonDRNA
seq5295,-0.287,nonDRNA
seq5296,-0.189,nonDRNA
seq5297,0.016,nonDRNA
seq5298,-0.586,nonDRNA
seq5299,0.781,nonDRNA
seq5300,0.28,nonDRNA
seq5301,0.076,nonDRNA
seq5302,-0.172,nonDRNA
seq5303,-0.992,nonDRNA
seq5304,0.187,nonDRNA
seq5305,-0.174,nonDRNA
seq5306,-0.192,nonDRNA
seq5307,-0.225,nonDRNA
seq5308,-0.298,nonDRNA
seq5309,-0.013,nonDRNA
seq5310,0.141,nonDRNA
seq5311,-0.532,nonDRNA
seq5312,-0.26,nonDRNA
seq5313,-0.216,nonDRNA
seq5314,-0.322,nonDRNA
seq5315,-0.842,nonDRNA
seq5316,-0.226,nonDRNA
seq5317,-0.034,nonDRNA
seq5318,0.162,nonDRNA
seq5319,-0.478,nonDRNA
seq5320,0.11,nonDRNA
seq5321,0.13,nonDRNA
seq5322,-0.323,nonDRNA
seq5323,-0.324,nonDRNA
seq5324,0.082,nonDRNA
seq5325,-0.002,nonDRNA
seq5326,-0.244,nonDRNA
seq5327,0.037,nonDRNA
seq5328,-0.089,nonDRNA
seq5329,-0.251,nonDRNA
seq5330,-0.154,nonDRNA
seq5331,-0.113,nonDRNA
seq5332,-0.523,nonDRNA
seq5333,0.072,nonDRNA
seq5334,0.199,nonDRNA
seq5335,-0.111,nonDRNA
seq5336,-0.312,nonDRNA
seq5337,-0.273,nonDRNA
seq5338,-0.321,nonDRNA
seq5339,-0.78,nonDRNA
seq5340,-0.038,nonDRNA
seq5341,-0.133,nonDRNA
seq5342,-0.342,nonDRNA
seq5343,0.873,nonDRNA
seq5344,-0.162,nonDRNA
seq5345,0.089,nonDRNA
seq5346,-0.227,nonDRNA
seq5347,-0.223,nonDRNA
seq5348,-0.507,nonDRNA
seq5349,-0.596,nonDRNA
seq5350,0.134,nonDRNA
seq5351,-0.506,nonDRNA
seq5352,-0.226,nonDRNA
seq5353,0.014,nonDRNA
seq5354,0.038,nonDRNA
seq5355,-0.039,nonDRNA
seq5356,-0.117,nonDRNA
seq5357,-0.305,nonDRNA
seq5358,-0.592,nonDRNA
seq5359,-0.468,nonDRNA
seq5360,-0.5,nonDRNA
seq5361,0.69,nonDRNA
seq5362,-0.388,nonDRNA
seq5363,-0.367,nonDRNA
seq5364,-0.144,nonDRNA
seq5365,-0.267,nonDRNA
seq5366,-0.034,nonDRNA
seq5367,0.063,nonDRNA
seq5368,-0.468,nonDRNA
seq5369,-0.567,nonDRNA
seq5370,-0.081,nonDRNA
seq5371,-0.709,nonDRNA
seq5372,-0.63,nonDRNA
seq5373,0.401,nonDRNA
seq5374,-0.325,nonDRNA
seq5375,-0.037,nonDRNA
seq5376,0.069,nonDRNA
seq5377,-0.038,nonDRNA
seq5378,-0.332,nonDRNA
seq5379,-0.427,nonDRNA
seq5380,0.1,nonDRNA
