Feature,[G7.1.1.1],[G7.1.1.2],[G7.1.1.3],[G7.1.1.4],[G7.1.1.5],[G7.1.1.6],[G7.1.1.7],[G7.1.1.8],[G7.1.1.9],[G7.1.1.10],[G7.1.1.11],[G7.1.1.12],[G7.1.1.13],[G7.1.1.14],[G7.1.1.15],[G7.1.1.16],[G7.1.1.17],[G7.1.1.18],[G7.1.1.19],[G7.1.1.20],[G7.1.1.21],[G7.1.1.22],[G7.1.1.23],[G7.1.1.24],[G7.1.1.25],[G7.1.1.26],[G7.1.1.27],[G7.1.1.28],[G7.1.1.29],[G7.1.1.30],[G7.1.1.31],[G7.1.1.32],[G7.1.1.33],[G7.1.1.34],[G7.1.1.35],[G7.1.1.36],[G7.1.1.37],[G7.1.1.38],[G7.1.1.39],[G7.1.1.40],[G7.1.1.41],[G7.1.1.42],[G7.1.1.43],[G7.1.1.44],[G7.1.1.45],[G7.1.1.46],[G7.1.1.47],[G7.1.1.48],[G7.1.1.49],[G7.1.1.50],[G7.1.1.51],[G7.1.1.52],[G7.1.1.53],[G7.1.1.54],[G7.1.1.55],[G7.1.1.56],[G7.1.1.57],[G7.1.1.58],[G7.1.1.59],[G7.1.1.60],[G7.1.1.61],[G7.1.1.62],[G7.1.1.63],[G7.1.1.64],[G7.1.1.65],[G7.1.1.66],[G7.1.1.67],[G7.1.1.68],[G7.1.1.69],[G7.1.1.70],[G7.1.1.71],[G7.1.1.72],[G7.1.1.73],[G7.1.1.74],[G7.1.1.75],[G7.1.1.76],[G7.1.1.77],[G7.1.1.78],[G7.1.1.79],[G7.1.1.80]
seq599,0.074810,0.074810,0.049873,0.037405,0.000000,0.024937,0.037405,0.062342,0.024937,0.099746,0.049873,0.112215,0.012468,0.037405,0.049873,0.062342,0.062342,0.024937,0.012468,0.087278,-0.002184,-0.010020,-0.007449,-0.011477,-0.004560,-0.009999,0.007455,-0.000613,0.002878,0.007752,-0.006626,-0.009428,0.003334,0.001057,0.006750,0.008112,0.005036,0.007676,-0.001823,-0.004161,0.000685,-0.000858,-0.003861,-0.016208,0.007150,0.014538,0.005857,0.010146,-0.000795,-0.009987,-0.008019,-0.005299,-0.002193,-0.011300,0.006861,0.006637,0.002338,0.003695,0.007327,0.005531,0.003701,0.006883,-0.001803,-0.007140,0.000230,-0.001748,0.004497,0.002327,0.004701,0.003848,-0.004710,-0.013619,0.011768,0.015505,-0.006341,-0.008360,0.003947,0.005962,-0.001527,-0.009541
seq600,0.037620,0.056430,0.018810,0.056430,0.075240,0.018810,0.037620,0.131671,0.018810,0.037620,0.018810,0.169291,0.037620,0.037620,0.037620,0.000000,0.018810,0.056430,0.037620,0.037620,-0.009694,-0.002600,-0.001041,-0.007437,0.008692,0.006724,-0.015229,-0.015192,0.010703,0.007093,0.004367,0.006607,0.000565,-0.004914,0.013518,0.002815,0.002996,-0.001722,0.001061,-0.004047,-0.003903,-0.008761,-0.015309,-0.009150,0.012211,0.020233,0.013398,0.006557,-0.001970,-0.003488,0.008216,0.004355,0.000269,-0.003895,0.001648,0.002413,-0.001488,0.000010,-0.004579,0.005448,-0.013915,-0.019424,0.014812,0.001014,0.009808,0.005169,0.010035,-0.008649,0.009624,0.018942,-0.010798,-0.005567,0.004479,-0.013131,-0.013198,0.003936,0.002066,-0.001375,0.026273,0.013914
seq601,0.049960,0.074940,0.012490,0.037470,0.000000,0.049960,0.012490,0.099920,0.024980,0.062450,0.124901,0.112410,0.024980,0.012490,0.049960,0.087430,0.049960,0.012490,0.024980,0.074940,0.000952,-0.005397,-0.010686,-0.016026,0.002629,-0.001660,-0.000841,-0.005833,-0.003399,-0.007006,-0.006373,0.002911,0.002774,0.004532,0.008907,0.000726,-0.001396,0.006270,-0.008181,-0.013176,-0.001145,-0.003513,0.014918,0.008555,0.000881,-0.003993,0.004817,0.005524,0.005066,0.011694,-0.003339,0.000838,-0.002073,-0.005998,-0.010315,-0.006328,-0.009350,-0.008294,0.004204,-0.001972,0.006582,0.007820,0.010988,0.009794,0.000896,-0.000641,0.001840,-0.000010,0.004023,-0.006498,-0.005612,-0.003714,0.003029,0.000444,0.003553,0.004153,0.005220,0.002940,-0.000768,0.006852
seq602,0.059850,0.059850,0.022444,0.029925,0.000000,0.007481,0.014962,0.037406,0.022444,0.014962,0.022444,0.134662,0.022444,0.000000,0.052368,0.014962,0.029925,0.007481,0.022444,0.022444,0.014349,0.009935,0.009694,0.006550,0.011838,0.005779,0.005575,0.004246,0.005863,0.003291,0.005212,0.004558,0.001763,-0.002560,0.002662,0.002180,0.013294,0.010838,0.016969,0.018606,0.010200,0.004912,0.015558,0.013973,0.015285,0.013777,0.010223,0.011903,0.007534,0.007077,0.000247,-0.002332,-0.003449,-0.002722,0.001820,0.002919,0.004675,0.010818,0.002244,0.002252,0.006937,0.007306,0.011075,0.006714,0.009724,0.013114,0.008022,0.005960,0.005831,0.010190,0.000737,-0.000551,0.006294,0.006025,0.005942,0.009223,0.006451,0.008607,0.000583,-0.004240
seq603,0.073693,0.061411,0.000000,0.024564,0.000000,0.036846,0.024564,0.098257,0.036846,0.073693,0.085975,0.110539,0.061411,0.000000,0.061411,0.110539,0.036846,0.012282,0.012282,0.061411,0.000329,-0.004235,-0.010271,-0.010794,0.004987,0.005507,-0.001237,-0.004526,-0.002269,-0.013637,-0.002981,0.002371,0.000945,-0.003002,0.007858,0.000571,-0.000700,0.000229,-0.003877,-0.006040,-0.002589,-0.003778,0.012226,0.011571,0.006024,0.003018,0.002810,0.004171,0.006196,0.011074,-0.003520,-0.001988,-0.000733,-0.004600,-0.009379,-0.003144,-0.008969,-0.009347,0.005315,-0.001877,0.008209,0.007009,0.006538,0.006583,-0.001312,-0.004539,0.001997,0.001060,0.009798,0.008903,-0.001726,-0.007219,-0.000917,-0.001898,0.003670,0.005073,0.005973,0.000359,-0.001073,-0.000767
seq604,0.025636,0.076908,0.012818,0.025636,0.000000,0.064090,0.000000,0.115362,0.025636,0.076908,0.115362,0.140998,0.051272,0.025636,0.064090,0.076908,0.051272,0.012818,0.000000,0.064090,-0.000454,-0.004109,-0.002594,-0.004168,-0.000968,-0.001270,0.002303,-0.003089,-0.006733,-0.013870,-0.002327,0.002364,0.002863,0.002642,0.002775,-0.000286,0.000342,0.000425,-0.012444,-0.018859,-0.004913,-0.008484,0.008772,0.009311,0.005253,-0.000585,0.008044,0.004148,0.005656,0.010594,-0.001080,0.000520,-0.007449,-0.015915,0.002297,0.012933,-0.000702,0.001321,0.005259,0.005504,0.006041,0.004318,0.008579,0.013013,-0.001114,-0.000045,-0.008304,-0.011233,-0.000799,-0.003481,-0.002691,-0.007111,0.002180,0.004807,-0.001345,-0.001988,-0.000784,-0.010493,-0.000313,0.002296
seq605,0.071756,0.092258,0.020502,0.041004,0.061505,0.010251,0.051255,0.041004,0.010251,0.030753,0.041004,0.092258,0.030753,0.030753,0.051255,0.051255,0.000000,0.000000,0.051255,0.041004,-0.004648,-0.008019,-0.002588,-0.004892,0.010545,0.009926,-0.002652,0.002695,0.010428,0.002980,0.000703,0.004999,0.000503,0.004335,0.002587,-0.000361,-0.000101,-0.001897,0.002796,0.003105,0.013867,0.011313,0.002941,0.000818,-0.003443,-0.008976,0.009032,0.009762,0.003981,0.001474,0.007712,-0.001615,0.009441,0.018904,0.002999,0.001900,0.003212,0.002976,0.005737,0.005276,0.002239,0.003906,-0.002192,-0.008435,0.007572,0.000973,0.012037,0.006150,0.009267,0.007937,0.007549,-0.006960,0.001140,0.002191,0.005854,0.002589,0.004937,0.004421,-0.002399,-0.006603
seq606,0.111548,0.133858,0.000000,0.044619,0.000000,0.011155,0.033464,0.100393,0.044619,0.066929,0.033464,0.089238,0.011155,0.055774,0.033464,0.011155,0.011155,0.000000,0.022310,0.078084,-0.000010,-0.004390,-0.006981,-0.005982,0.001887,-0.001287,0.006817,0.007338,-0.002971,-0.009514,0.006713,-0.001408,0.001833,0.004340,0.000175,-0.002375,0.007615,-0.001031,0.003038,-0.005195,-0.000679,-0.006065,-0.001164,-0.010012,0.001585,0.002694,0.018987,0.029090,0.004221,-0.007262,-0.002955,-0.000877,-0.000539,0.001026,0.019481,0.017453,0.005960,-0.003408,-0.001001,0.001422,0.004419,0.000332,-0.001288,-0.002223,0.006300,-0.010185,0.005390,0.001181,-0.001223,-0.009236,0.000533,-0.007498,0.010804,0.009874,0.007648,0.004745,0.008435,-0.000005,0.002932,0.010113
seq607,0.080951,0.138773,0.023129,0.034693,0.000000,0.034693,0.046258,0.092515,0.034693,0.080951,0.057822,0.057822,0.011564,0.034693,0.023129,0.034693,0.034693,0.000000,0.046258,0.057822,-0.002507,-0.004941,-0.004914,-0.004531,-0.001748,-0.000505,0.002611,0.007365,0.000787,-0.006551,0.001273,-0.006580,-0.001736,-0.003474,0.003757,-0.007861,0.007422,0.001639,0.004052,0.005224,-0.009430,-0.014461,-0.000519,0.004318,0.001636,0.001024,0.013713,0.021806,0.003926,-0.001096,-0.002015,0.000049,-0.003708,0.002840,0.016560,0.017969,0.005442,-0.002317,-0.004963,-0.006966,0.002446,-0.000772,0.002413,0.000975,0.006245,-0.000544,0.001487,0.001030,-0.009336,-0.016850,0.001823,-0.003280,0.013558,0.015646,0.010024,0.013047,0.000905,-0.011644,0.000806,0.014285
seq608,0.055123,0.099221,0.033074,0.011025,0.000000,0.033074,0.066148,0.044098,0.033074,0.055123,0.066148,0.121271,0.022049,0.033074,0.022049,0.055123,0.044098,0.000000,0.022049,0.066148,0.005660,-0.003978,-0.000200,0.001741,0.004002,0.002958,0.019213,0.017549,0.009663,0.001321,-0.014155,-0.021122,0.001661,0.001928,0.008117,0.008390,-0.002983,-0.014618,-0.004971,-0.016999,0.003317,0.007353,0.009544,0.009534,0.005341,0.004085,-0.003431,-0.006666,0.011177,0.016031,0.009342,0.012829,-0.001288,-0.006439,0.009669,0.019735,0.000323,-0.002658,0.005761,0.009364,-0.005503,-0.011044,0.007697,0.010426,0.001337,0.001479,-0.010458,-0.013626,-0.006273,-0.010224,0.006790,0.002206,0.007234,0.002857,-0.000495,-0.009374,0.001666,0.002495,0.014348,0.010400
seq609,0.110062,0.012229,0.061146,0.061146,0.012229,0.048917,0.048917,0.061146,0.012229,0.036687,0.024458,0.073375,0.024458,0.024458,0.048917,0.146750,0.085604,0.000000,0.061146,0.024458,0.001736,0.000770,-0.004199,-0.006743,-0.000515,0.002660,0.003549,0.001918,0.004198,0.001370,-0.000788,-0.002310,0.008300,0.002822,0.005056,0.003639,-0.001111,-0.003416,-0.004866,-0.006349,0.005756,0.007468,0.001280,-0.001229,-0.001490,-0.005574,0.002501,0.002241,0.002036,0.001098,0.000053,-0.003411,0.001296,-0.000955,-0.003572,-0.001327,-0.010761,-0.003122,0.003192,0.001582,0.000469,-0.003295,0.004359,0.002086,0.000498,-0.000924,0.002599,-0.000652,0.003462,0.001662,-0.001705,-0.000348,-0.001465,0.002503,0.008390,0.000953,0.005666,-0.001925,-0.000151,-0.003298
seq610,0.059013,0.118026,0.049177,0.029506,0.009835,0.019671,0.019671,0.078684,0.019671,0.029506,0.059013,0.098355,0.019671,0.019671,0.029506,0.049177,0.009835,0.019671,0.000000,0.049177,0.002101,0.003947,-0.001533,-0.004557,0.001699,0.001354,0.008015,0.011771,0.007918,-0.001072,0.004180,0.003706,0.006440,0.011026,0.008011,0.013591,0.016909,0.017767,0.001399,0.004909,0.003719,-0.006346,0.002173,0.002127,0.006402,0.009789,0.008248,0.005126,0.005820,0.005819,0.001700,0.001317,-0.000423,0.005110,0.017511,0.011917,-0.001866,-0.004027,-0.000591,-0.007061,-0.001390,-0.004763,0.007398,0.007704,0.012218,0.011760,0.000456,-0.005243,-0.005837,-0.002054,0.001696,-0.005082,0.008675,0.006943,0.000159,-0.014632,0.008476,0.005818,-0.004190,0.001007
seq611,0.120304,0.084213,0.000000,0.012030,0.012030,0.072183,0.012030,0.108274,0.000000,0.036091,0.048122,0.024061,0.024061,0.024061,0.120304,0.096244,0.060152,0.012030,0.000000,0.096244,0.006554,0.014102,0.000346,0.000605,-0.004761,-0.008743,-0.004993,-0.009974,-0.001852,-0.008727,0.000259,-0.000909,0.005744,0.003947,0.003720,0.004646,0.007153,0.006717,-0.003730,-0.004721,-0.000754,0.002383,-0.003771,-0.001053,-0.004409,-0.000708,0.000902,-0.002557,0.003493,-0.000997,0.004237,0.002507,0.003835,0.001446,0.000383,-0.006691,0.000460,0.003743,0.000767,0.003515,-0.001069,0.000444,0.000161,0.000642,0.002878,0.006187,0.005427,0.011825,0.002749,0.014889,-0.000266,-0.000716,-0.000943,-0.004207,0.001111,0.001188,0.001023,-0.003927,-0.003202,-0.008743
seq612,0.087458,0.037482,0.049976,0.087458,0.012494,0.037482,0.099952,0.049976,0.062470,0.024988,0.099952,0.012494,0.049976,0.024988,0.037482,0.012494,0.087458,0.000000,0.012494,0.112446,-0.008461,-0.011884,0.003044,0.003619,0.006881,-0.003979,-0.001346,-0.004795,-0.005413,-0.005284,0.004675,0.003574,-0.000805,-0.007564,0.002542,0.003422,0.000028,0.000022,0.000443,0.002260,0.007246,0.004660,-0.006998,0.002419,0.004862,-0.003345,0.002972,0.003045,-0.008405,-0.010366,-0.004023,-0.007224,0.005448,0.007970,-0.000519,-0.008012,-0.000050,0.008823,0.008802,0.004091,0.007130,-0.003490,0.000789,0.013723,-0.002073,-0.006417,0.002799,-0.004640,-0.002142,-0.001046,-0.007730,-0.010456,0.005548,0.007270,0.004994,0.001442,-0.001367,0.001648,0.000572,0.001549
seq613,0.045545,0.022772,0.045545,0.045545,0.000000,0.045545,0.034158,0.091089,0.034158,0.045545,0.034158,0.136634,0.045545,0.011386,0.068317,0.045545,0.045545,0.000000,0.000000,0.113862,0.012076,0.004941,0.004626,0.002855,0.005275,0.003095,-0.004617,-0.010683,-0.008825,-0.012777,-0.002815,-0.007655,-0.001494,-0.002173,-0.004103,-0.008293,-0.004704,-0.007813,0.006055,0.003142,0.008146,0.002445,0.010973,0.005053,0.011604,0.013351,0.013826,0.009546,0.010239,0.011562,0.001066,0.000411,0.006083,0.000246,-0.006487,-0.015410,-0.012353,-0.016233,-0.005864,-0.011593,0.000855,0.000466,-0.000311,-0.000289,0.006214,0.002793,0.010005,0.002383,0.004482,-0.001898,0.005707,-0.001128,0.006069,0.008244,0.010340,0.012697,0.007656,0.003623,0.007050,0.001425
seq614,0.073619,0.098159,0.000000,0.049080,0.012270,0.024540,0.098159,0.061349,0.061349,0.061349,0.110429,0.036810,0.036810,0.061349,0.012270,0.061349,0.000000,0.012270,0.000000,0.110429,0.007099,0.004946,0.002470,0.000247,-0.003997,-0.010525,0.003171,0.000140,-0.004363,0.001900,0.009880,0.018995,0.003801,0.004314,-0.014511,-0.017834,-0.002486,-0.008743,-0.000559,-0.000810,0.003137,0.000393,0.004181,0.000572,0.022595,0.024666,-0.006174,-0.011085,-0.000493,0.004804,0.006875,0.007963,0.005637,0.014749,-0.001207,0.000462,0.001605,0.010932,0.000242,-0.003401,-0.010232,-0.015631,0.006638,-0.004565,-0.002394,-0.001175,0.001073,-0.005906,0.002287,0.002175,0.002349,0.000530,-0.012251,-0.020955,-0.008230,-0.012552,-0.000173,0.008067,-0.003361,0.013128
seq615,0.064896,0.051917,0.077876,0.038938,0.000000,0.000000,0.077876,0.064896,0.038938,0.077876,0.064896,0.064896,0.012979,0.064896,0.025959,0.064896,0.103834,0.025959,0.051917,0.064896,-0.014092,-0.013668,0.008673,0.005420,-0.001593,-0.004249,-0.008740,-0.009039,0.006944,0.012559,-0.009083,-0.019056,0.002306,0.006702,0.003963,0.002678,0.001896,0.000666,0.015215,0.012221,-0.004227,-0.008328,-0.002389,0.004347,0.005091,0.002734,-0.016566,-0.020301,0.003403,0.004759,-0.013956,-0.010427,0.001848,0.001489,-0.004827,-0.000133,0.005069,0.003298,0.009788,0.019551,-0.007321,-0.017352,-0.001661,0.004958,-0.001340,-0.007624,-0.004447,0.006033,0.000135,-0.002668,-0.011361,-0.012623,0.004967,0.001885,0.000582,0.009785,0.008578,0.009625,0.007632,-0.006069
seq616,0.109601,0.060889,0.036534,0.036534,0.000000,0.024356,0.060889,0.121779,0.012178,0.060889,0.036534,0.085245,0.024356,0.024356,0.024356,0.012178,0.085245,0.012178,0.012178,0.133957,0.000223,-0.005675,-0.006544,-0.014454,0.002650,0.013212,-0.002700,-0.002503,0.007296,0.005216,-0.004977,-0.002392,-0.000576,0.001298,0.002533,-0.001623,-0.005364,-0.011942,0.008956,0.009358,0.005112,-0.006472,-0.001326,-0.006275,0.007660,0.012303,-0.006179,-0.010030,0.006855,0.003036,0.000739,0.000473,-0.005726,-0.005490,0.004980,0.005054,-0.004141,-0.004398,0.008333,0.006005,0.008116,0.006872,-0.000103,-0.004487,0.006489,0.006090,-0.007459,-0.006741,0.008549,0.013020,0.011694,0.014522,-0.005931,-0.014930,0.003072,0.005953,-0.004427,-0.004599,-0.002971,-0.009462
seq617,0.087646,0.037562,0.025042,0.075125,0.000000,0.025042,0.037562,0.137729,0.050083,0.075125,0.100167,0.050083,0.037562,0.025042,0.062604,0.012521,0.062604,0.012521,0.025042,0.062604,0.007100,0.004193,0.004222,0.005274,0.005878,0.006849,-0.000814,-0.001488,0.002091,0.003436,-0.001363,0.001378,-0.007032,-0.005814,0.002329,-0.001159,-0.004361,-0.007654,-0.005759,-0.000025,-0.008881,-0.012769,-0.003997,-0.000028,-0.001631,-0.001071,0.003755,0.006149,-0.005589,0.004214,0.001422,0.007008,0.002699,0.005420,-0.005439,-0.001329,0.005227,0.008076,0.008272,0.008559,0.000001,-0.000016,0.000858,-0.004235,0.001626,-0.004829,0.004499,0.000988,0.000231,-0.006801,-0.002698,-0.003177,0.006866,-0.001287,-0.002085,-0.008854,-0.002969,-0.001279,-0.002077,-0.003776
seq618,0.018757,0.056271,0.009378,0.037514,0.028135,0.018757,0.084406,0.037514,0.009378,0.075028,0.075028,0.131298,0.009378,0.000000,0.046892,0.028135,0.000000,0.018757,0.037514,0.028135,0.008015,0.008031,0.003351,-0.001069,0.007882,0.012847,0.015149,0.016531,0.018107,0.005727,0.008898,0.003145,0.005221,-0.003108,-0.000127,-0.009653,0.000157,-0.002960,0.011113,-0.003391,0.001675,-0.013188,0.002960,-0.005595,0.014274,0.005252,-0.001598,-0.006174,0.001113,-0.008459,0.008700,0.004606,0.019596,0.014401,0.009337,0.005319,0.007156,0.004135,0.000559,-0.002484,0.009933,0.009626,0.012500,0.010974,0.020152,0.009485,-0.001581,-0.010642,-0.002592,-0.000974,0.005499,-0.000138,0.015386,-0.002519,0.008823,0.001128,-0.001259,-0.004368,0.006228,-0.001387
seq619,0.057386,0.103295,0.022954,0.057386,0.011477,0.022954,0.022954,0.103295,0.011477,0.091818,0.034432,0.103295,0.034432,0.011477,0.022954,0.034432,0.034432,0.000000,0.011477,0.126249,-0.000195,-0.000753,-0.002671,-0.007212,0.005927,-0.002938,-0.001679,-0.007622,0.011178,0.010631,0.001912,-0.006390,0.004780,-0.004482,0.003400,-0.004919,0.000184,-0.006981,-0.001445,-0.012128,0.007644,0.003086,-0.003425,-0.003465,0.005088,0.005754,0.024648,0.026923,-0.002228,-0.007395,0.001929,-0.006280,0.005630,0.004578,-0.000790,-0.003517,0.019882,0.018921,-0.001508,-0.005219,-0.003422,-0.009168,0.017327,0.017721,-0.000991,-0.007553,0.001405,0.000151,0.002326,-0.002420,0.007957,0.003905,0.011415,0.009501,0.002359,-0.005843,-0.003446,-0.016355,0.000518,-0.012416
seq620,0.105231,0.070154,0.023385,0.058462,0.011692,0.023385,0.046769,0.070154,0.000000,0.081846,0.023385,0.105231,0.023385,0.011692,0.035077,0.035077,0.046769,0.000000,0.023385,0.140308,-0.000811,-0.008104,-0.001646,-0.009718,0.008363,0.003831,-0.000690,-0.005467,0.012290,0.013155,0.001519,-0.000550,-0.000507,-0.005593,0.008174,0.004425,-0.000288,-0.009333,-0.000975,-0.008416,0.007961,0.010037,0.002887,-0.001018,-0.001856,-0.009865,0.021103,0.017610,-0.002858,-0.004974,-0.004132,-0.007664,0.006369,0.003211,0.004645,0.001933,0.014379,0.007580,-0.003242,-0.004299,-0.005135,-0.009626,0.017261,0.017459,-0.000218,-0.002699,-0.002105,-0.008649,0.003504,-0.001560,0.001970,-0.001129,0.008427,0.003642,0.006767,-0.002326,-0.004020,-0.009581,-0.000150,-0.004682
seq621,0.104944,0.069963,0.023321,0.058302,0.011660,0.023321,0.046642,0.069963,0.000000,0.069963,0.023321,0.104944,0.023321,0.011660,0.034981,0.034981,0.046642,0.000000,0.023321,0.151586,-0.000485,-0.007665,-0.001314,-0.008930,0.008517,0.004085,-0.000530,-0.005268,0.012438,0.013522,0.001474,-0.000727,-0.000591,-0.005921,0.007993,0.003909,-0.000124,-0.008911,-0.000920,-0.008328,0.008050,0.009971,0.002804,-0.001249,-0.001660,-0.009640,0.021058,0.017455,-0.002654,-0.004792,-0.003921,-0.007298,0.006271,0.002950,0.004614,0.001781,0.014353,0.007443,-0.003021,-0.003666,-0.005107,-0.009629,0.017105,0.017061,-0.000237,-0.002852,-0.001871,-0.008431,0.003727,-0.001154,0.001870,-0.001421,0.008443,0.003682,0.006726,-0.002495,-0.004109,-0.009867,-0.000276,-0.005076
seq622,0.072859,0.072859,0.024286,0.048572,0.012143,0.036429,0.036429,0.121431,0.000000,0.072859,0.036429,0.097145,0.012143,0.012143,0.012143,0.072859,0.072859,0.000000,0.012143,0.145717,0.001051,0.001516,0.002826,-0.002294,0.000590,-0.003662,-0.004868,-0.005961,0.005393,0.001279,0.001707,0.000571,0.003632,-0.004838,-0.003438,-0.008742,-0.000733,-0.008789,0.000944,0.001212,0.004074,0.007317,0.001165,-0.002281,-0.000598,-0.005302,0.013861,0.016547,-0.006433,-0.014492,0.005738,0.003940,0.003071,0.009541,0.002360,-0.006280,0.008745,0.002435,-0.002107,-0.005998,-0.002335,-0.008388,0.005370,0.002872,-0.000307,0.005121,0.003286,0.002134,0.004059,0.003728,0.004503,-0.001161,0.007763,0.011487,-0.002652,-0.005007,-0.003649,-0.009553,0.000171,-0.001592
seq623,0.088779,0.088779,0.012683,0.088779,0.012683,0.050731,0.012683,0.076096,0.012683,0.038048,0.114144,0.038048,0.038048,0.038048,0.088779,0.088779,0.038048,0.012683,0.012683,0.063413,-0.006729,-0.012037,0.002118,-0.005489,0.002549,-0.004883,-0.004690,-0.006291,0.006973,0.014054,0.001983,-0.005106,-0.003540,-0.000496,-0.000799,-0.003711,0.001355,0.003209,-0.003523,0.004499,-0.004222,-0.012559,0.000427,-0.005029,-0.001588,-0.001015,0.007536,0.005757,0.000816,0.002603,-0.000847,-0.009158,-0.005890,-0.007189,0.001822,0.000046,0.001309,-0.000173,0.000120,0.001789,0.005627,0.003699,-0.003736,-0.001459,0.004645,0.006245,-0.012651,-0.007634,0.002500,0.008944,-0.005299,-0.017788,0.009184,0.010241,0.006570,0.004865,-0.000859,-0.004889,0.007174,0.016007
seq624,0.000000,0.074002,0.074002,0.086336,0.024667,0.012334,0.012334,0.061669,0.024667,0.123337,0.037001,0.123337,0.037001,0.049335,0.037001,0.074002,0.012334,0.012334,0.086336,0.024667,0.009248,0.004026,-0.002453,0.001545,0.004004,0.005343,-0.000582,-0.005377,-0.000624,0.001229,-0.002774,0.000981,0.002980,0.000681,0.009555,0.003884,-0.004991,-0.004702,-0.011524,-0.016350,0.012242,0.015114,0.001950,-0.001148,0.005365,0.004992,0.008835,0.006306,0.001709,-0.003852,0.007656,0.008361,-0.011466,-0.009930,-0.014386,-0.013094,-0.002618,-0.004825,-0.005439,-0.011443,-0.008425,-0.020898,-0.008426,-0.001091,-0.013479,-0.003173,-0.010595,-0.010585,0.005303,0.005444,0.009735,0.012188,0.017092,0.019355,0.005182,0.001795,0.007856,0.009039,-0.004329,0.012889
seq625,0.094467,0.062978,0.052482,0.052482,0.000000,0.020993,0.031489,0.031489,0.020993,0.073475,0.052482,0.104964,0.010496,0.000000,0.010496,0.062978,0.073475,0.000000,0.020993,0.062978,-0.000619,-0.007946,0.008569,0.008513,0.006798,0.005240,-0.001711,-0.000798,-0.003664,-0.003394,-0.003448,0.003018,0.002496,0.001286,0.005955,0.005747,0.004065,0.000816,0.011775,0.008300,0.011167,0.010888,0.001626,-0.006027,0.008738,0.011323,0.000597,-0.002997,-0.002521,-0.008793,0.003827,0.005410,-0.000911,-0.001378,-0.002861,-0.002522,0.013840,0.010767,0.000749,0.001257,0.009309,0.009680,0.009101,0.006059,0.002890,0.001707,0.008273,0.009167,-0.005506,-0.009656,-0.002568,0.001589,-0.004075,-0.000321,-0.002519,0.001682,0.011283,0.005509,0.001246,0.004263
seq626,0.092682,0.079442,0.052961,0.013240,0.000000,0.026481,0.052961,0.119163,0.052961,0.105923,0.119163,0.052961,0.013240,0.013240,0.066202,0.052961,0.052961,0.000000,0.013240,0.079442,-0.001846,-0.008999,-0.001637,-0.000612,-0.004665,0.001124,-0.010721,-0.015534,0.001200,0.004378,0.000442,-0.005868,0.005980,0.010807,0.006610,0.004481,-0.001849,0.002038,-0.002936,-0.003297,0.000101,0.006218,-0.003862,-0.002536,-0.010290,-0.020223,0.005267,0.013361,-0.001895,-0.006253,-0.003830,-0.013647,0.008982,0.012415,-0.002281,-0.012486,0.001169,0.006329,-0.005396,-0.009079,-0.001447,0.004707,0.005384,0.012398,0.001598,-0.002616,-0.003944,-0.001465,0.002262,-0.001122,0.008631,0.011843,-0.007972,-0.022106,0.007050,0.013173,-0.001520,-0.005644,-0.007755,-0.011839
seq627,0.112943,0.079060,0.056471,0.056471,0.000000,0.011294,0.033883,0.045177,0.022589,0.045177,0.079060,0.079060,0.011294,0.011294,0.011294,0.079060,0.090354,0.000000,0.011294,0.067766,-0.001276,-0.011409,0.001827,0.006850,0.004462,0.005471,0.002738,0.002293,-0.004495,-0.007924,0.005292,0.007994,0.001805,0.001884,0.009965,0.009180,0.007172,0.005709,0.009780,0.000706,0.004192,0.012386,-0.001846,-0.009347,-0.001226,-0.000942,0.007164,0.005336,0.003734,0.003017,0.001125,-0.004560,0.003694,0.000251,-0.001883,0.000000,0.010055,0.005088,-0.003284,-0.006386,-0.000655,0.006007,0.002788,0.005271,0.003365,-0.003754,0.007274,0.014856,-0.000393,-0.002016,-0.003532,-0.005758,-0.004631,-0.003866,-0.003147,-0.005402,0.001246,0.001171,0.000779,0.002261
seq628,0.117543,0.078362,0.013060,0.039181,0.000000,0.052242,0.065302,0.065302,0.065302,0.130604,0.078362,0.039181,0.013060,0.013060,0.026121,0.104483,0.039181,0.000000,0.039181,0.065302,-0.007107,-0.007390,0.004713,0.010692,-0.009292,-0.015057,-0.006210,-0.010386,0.002368,0.000477,0.001447,0.002601,0.000674,0.005399,0.003002,-0.003272,-0.002818,-0.001928,0.000513,-0.003788,0.002234,0.006461,0.000286,0.000757,0.005059,0.003975,-0.003235,-0.010917,-0.000540,0.007678,-0.005617,-0.007981,-0.007376,-0.003301,0.005007,-0.005456,-0.000678,-0.005311,0.000020,-0.006358,0.006745,0.007980,-0.001685,0.001849,0.009290,0.015396,-0.005195,-0.006400,-0.006244,-0.005809,0.013105,0.012814,-0.007844,-0.004747,0.007904,0.001375,0.001437,-0.000208,-0.006661,-0.017275
