Feature,[G7.1.1.1],[G7.1.1.2],[G7.1.1.3],[G7.1.1.4],[G7.1.1.5],[G7.1.1.6],[G7.1.1.7],[G7.1.1.8],[G7.1.1.9],[G7.1.1.10],[G7.1.1.11],[G7.1.1.12],[G7.1.1.13],[G7.1.1.14],[G7.1.1.15],[G7.1.1.16],[G7.1.1.17],[G7.1.1.18],[G7.1.1.19],[G7.1.1.20],[G7.1.1.21],[G7.1.1.22],[G7.1.1.23],[G7.1.1.24],[G7.1.1.25],[G7.1.1.26],[G7.1.1.27],[G7.1.1.28],[G7.1.1.29],[G7.1.1.30],[G7.1.1.31],[G7.1.1.32],[G7.1.1.33],[G7.1.1.34],[G7.1.1.35],[G7.1.1.36],[G7.1.1.37],[G7.1.1.38],[G7.1.1.39],[G7.1.1.40],[G7.1.1.41],[G7.1.1.42],[G7.1.1.43],[G7.1.1.44],[G7.1.1.45],[G7.1.1.46],[G7.1.1.47],[G7.1.1.48],[G7.1.1.49],[G7.1.1.50],[G7.1.1.51],[G7.1.1.52],[G7.1.1.53],[G7.1.1.54],[G7.1.1.55],[G7.1.1.56],[G7.1.1.57],[G7.1.1.58],[G7.1.1.59],[G7.1.1.60],[G7.1.1.61],[G7.1.1.62],[G7.1.1.63],[G7.1.1.64],[G7.1.1.65],[G7.1.1.66],[G7.1.1.67],[G7.1.1.68],[G7.1.1.69],[G7.1.1.70],[G7.1.1.71],[G7.1.1.72],[G7.1.1.73],[G7.1.1.74],[G7.1.1.75],[G7.1.1.76],[G7.1.1.77],[G7.1.1.78],[G7.1.1.79],[G7.1.1.80]
seq6584,0.052211,0.026106,0.078317,0.052211,0.013053,0.065264,0.091369,0.078317,0.000000,0.039158,0.104422,0.026106,0.013053,0.013053,0.052211,0.143581,0.052211,0.013053,0.065264,0.065264,0.003908,-0.001295,-0.001565,-0.006172,-0.004139,-0.008518,-0.001835,-0.003133,0.006752,0.006820,-0.007889,-0.003353,-0.002658,-0.003303,0.005218,-0.002006,0.000851,-0.000095,0.009116,0.003511,0.001236,-0.001780,-0.001758,0.002912,0.005660,0.006124,-0.005537,-0.007371,0.001348,0.003624,-0.011099,-0.004084,-0.008168,0.001534,0.002177,-0.000547,0.000007,-0.002000,-0.008461,-0.006302,-0.005214,0.000738,-0.001028,0.004838,0.006805,0.002460,0.001625,-0.000394,-0.004994,-0.000448,-0.000606,-0.008935,-0.000179,0.001298,-0.001808,-0.000006,-0.001708,0.000653,-0.001518,0.006472
seq6585,0.058484,0.058484,0.058484,0.058484,0.011697,0.023394,0.081878,0.011697,0.023394,0.023394,0.093575,0.070181,0.035091,0.070181,0.035091,0.058484,0.046787,0.000000,0.046787,0.070181,0.002587,0.007443,-0.000876,0.003666,0.008316,0.003169,0.006017,0.000591,0.007301,0.010621,0.008934,0.007894,0.008548,-0.002777,0.001478,0.004821,-0.010057,-0.009391,0.009560,0.001411,0.003143,0.007448,-0.004174,-0.006371,0.004149,-0.003028,-0.001016,-0.011234,-0.012386,-0.004785,0.005667,0.003544,0.001646,-0.001950,0.003013,0.005827,-0.001048,0.001816,0.001471,-0.001153,0.003895,0.003710,-0.000609,0.006896,0.006267,0.000534,0.002047,0.001102,-0.007224,-0.008174,0.008313,0.005338,0.000248,-0.002034,-0.001422,0.001532,-0.007948,-0.007174,0.005631,-0.006510
seq6586,0.173117,0.053267,0.053267,0.066583,0.013317,0.053267,0.026633,0.093217,0.013317,0.013317,0.079900,0.013317,0.013317,0.026633,0.053267,0.106533,0.039950,0.053267,0.013317,0.106533,-0.005871,0.005723,0.003930,0.006456,0.003332,0.007918,0.005494,0.003986,-0.008277,-0.003044,0.008508,0.005879,-0.004480,-0.001715,-0.002748,-0.003641,-0.004413,0.002701,-0.000591,-0.000793,-0.005259,-0.004827,-0.004665,-0.004645,0.000338,0.006405,0.002789,-0.000088,-0.003085,-0.004630,-0.001627,-0.002212,0.007149,0.004172,-0.000625,0.002149,-0.004198,-0.000546,0.001363,-0.002903,0.006865,0.001896,-0.003922,0.002213,0.000235,-0.003407,-0.005526,-0.002892,-0.006324,-0.009052,-0.004508,-0.001704,0.001668,-0.003594,-0.010820,-0.011588,-0.005574,-0.007862,-0.003318,-0.001525
seq6587,0.101626,0.063516,0.038110,0.114329,0.000000,0.012703,0.012703,0.139736,0.025406,0.025406,0.076219,0.012703,0.025406,0.088923,0.038110,0.050813,0.063516,0.000000,0.063516,0.063516,0.007283,0.005355,-0.006942,-0.003566,-0.000328,0.002480,-0.004216,-0.001887,-0.008634,-0.008150,-0.001996,-0.005197,-0.000034,-0.003733,-0.002779,-0.008245,-0.003660,-0.000378,0.007039,-0.001162,0.004212,0.006223,0.006355,0.008715,0.003686,0.001481,-0.000498,-0.001175,0.003046,0.005864,-0.002565,0.000882,-0.008275,-0.005372,-0.002604,-0.005633,0.000087,-0.004140,0.002361,0.001602,-0.003836,-0.003165,-0.001266,0.000160,-0.001496,-0.001764,0.005209,0.008491,0.013641,0.009897,0.002046,0.001244,-0.004100,0.004385,-0.008211,-0.011349,-0.005224,0.002957,0.003063,-0.002442
seq6588,0.128212,0.051285,0.025642,0.064106,0.051285,0.038464,0.051285,0.051285,0.000000,0.025642,0.153855,0.038464,0.038464,0.012821,0.038464,0.089749,0.089749,0.000000,0.012821,0.064106,0.004569,0.005896,-0.004106,-0.005772,-0.003408,-0.001060,0.001996,-0.001325,-0.002333,0.004488,-0.005504,-0.002503,0.005285,0.001978,0.003042,0.001202,0.003476,0.004224,-0.004835,-0.006300,0.007024,0.004112,-0.001812,-0.003533,0.001019,-0.007992,0.008475,0.010270,-0.003054,-0.011031,-0.009279,-0.014224,-0.000702,0.001376,0.012211,0.012059,0.003036,0.007012,-0.006211,-0.006860,-0.006625,-0.011595,0.001586,-0.006559,0.002709,0.005544,0.002150,-0.001406,0.010618,0.009978,0.005212,0.000925,-0.000556,-0.006323,-0.005107,0.003139,-0.007461,-0.009372,-0.005964,-0.007499
seq6589,0.076784,0.076784,0.000000,0.025595,0.000000,0.063987,0.089582,0.115176,0.063987,0.012797,0.115176,0.000000,0.012797,0.012797,0.038392,0.063987,0.063987,0.012797,0.051189,0.127974,0.000678,-0.002541,-0.011846,-0.007356,-0.003456,-0.000492,0.003221,0.004329,0.003157,0.001606,0.002548,-0.002709,-0.010755,-0.003903,-0.005860,-0.002506,0.006295,0.003593,0.015709,0.018303,-0.005317,-0.011226,-0.009371,-0.005224,-0.001914,-0.008674,0.011109,0.000327,0.007665,0.002836,-0.006127,-0.014152,-0.010695,0.002798,-0.002784,0.000674,0.004309,0.003633,0.001538,0.004860,-0.002937,-0.007153,-0.008151,-0.007946,0.005721,-0.000034,0.010845,-0.003443,0.006687,0.003386,-0.009469,-0.007213,-0.009281,0.008645,0.000123,0.001806,0.015537,0.017265,-0.003741,-0.006717
seq6590,0.108233,0.036078,0.072155,0.048103,0.012026,0.024052,0.048103,0.036078,0.036078,0.048103,0.108233,0.084181,0.060129,0.036078,0.060129,0.048103,0.072155,0.012026,0.000000,0.012026,0.000237,0.000833,0.001512,0.004286,-0.001831,-0.004890,0.000343,-0.003702,-0.000253,-0.001843,0.006214,0.006443,0.006636,0.006290,0.008399,0.007898,0.002437,0.001122,-0.006895,-0.004303,0.000414,-0.002284,0.001547,0.001453,0.004750,0.003067,0.000336,-0.001652,0.006965,0.008491,0.008632,0.010179,0.003559,0.005440,-0.009355,-0.010423,0.001233,-0.002434,-0.001491,-0.009367,-0.007232,-0.002141,0.006947,0.004738,0.004900,0.011013,0.000410,-0.000758,-0.004767,-0.006918,-0.014004,-0.020464,-0.006908,-0.006424,0.005177,0.001631,0.005308,0.006298,0.005872,0.007258
seq6591,0.061708,0.111074,0.061708,0.037025,0.086391,0.037025,0.049366,0.111074,0.000000,0.012342,0.135757,0.049366,0.024683,0.024683,0.037025,0.061708,0.037025,0.000000,0.012342,0.037025,-0.000538,-0.005687,0.011457,0.016173,0.003173,0.006558,0.011810,0.012790,0.006925,0.013299,0.001143,-0.004329,0.003491,0.004914,0.000821,-0.002318,-0.004541,-0.001467,-0.002003,-0.000031,0.001970,-0.010649,-0.000831,-0.005058,0.001701,0.002782,-0.008313,-0.013324,-0.002138,-0.005182,0.000632,0.003292,0.004253,0.004438,0.000022,0.003013,-0.004404,-0.005180,0.001212,0.000310,0.010103,0.007949,-0.000771,-0.001962,0.004754,0.003854,-0.002659,-0.011737,0.004063,0.003583,-0.000557,-0.003323,0.000026,-0.005071,-0.004154,-0.011488,0.005451,-0.002782,-0.010525,-0.012263
seq6592,0.178173,0.076360,0.050907,0.025453,0.000000,0.038180,0.025453,0.038180,0.012727,0.038180,0.127266,0.012727,0.012727,0.025453,0.076360,0.114540,0.101813,0.000000,0.025453,0.038180,0.009129,0.011983,0.003970,0.003396,-0.004684,-0.006934,-0.009919,-0.011336,-0.007399,-0.006784,-0.000926,0.001604,0.000242,0.001958,0.000203,0.001651,0.006567,0.011289,0.001183,0.002906,0.003451,0.005039,-0.001888,-0.000601,-0.000509,0.002743,0.001263,0.006821,-0.000036,0.001394,-0.004846,-0.006118,-0.005192,-0.004778,-0.011236,-0.016226,-0.002171,0.000736,0.004660,0.009450,0.003932,0.005611,0.004478,0.004108,0.003216,0.004165,-0.004121,-0.003392,-0.003321,-0.010410,-0.003696,-0.004656,-0.006888,-0.012013,-0.003186,-0.000484,0.005998,0.004272,0.006655,0.001550
seq6593,0.076137,0.114206,0.038069,0.038069,0.038069,0.076137,0.012690,0.076137,0.000000,0.000000,0.063448,0.038069,0.063448,0.038069,0.025379,0.101516,0.088827,0.025379,0.025379,0.076137,0.001735,0.002436,0.001534,0.000304,0.003689,0.004204,0.002866,0.011670,0.006413,0.014790,-0.004272,-0.008591,0.003328,0.007969,-0.001742,0.000272,0.009817,0.007046,-0.005124,-0.007082,-0.004460,-0.003478,-0.000488,0.001346,-0.011011,-0.010700,-0.005310,-0.013949,-0.008580,-0.008317,0.006660,0.004650,-0.009872,-0.011581,-0.008305,-0.017216,-0.007340,-0.017269,-0.002489,0.002977,0.006518,0.000542,-0.009631,-0.014633,0.002899,0.005688,0.005921,0.005982,0.012022,0.011714,-0.000525,-0.009949,-0.000309,-0.001540,0.008504,0.018430,0.003371,0.004285,0.008570,0.000450
seq6594,0.061000,0.122001,0.036600,0.109801,0.012200,0.000000,0.061000,0.048800,0.000000,0.097600,0.073200,0.036600,0.073200,0.036600,0.024400,0.024400,0.036600,0.000000,0.024400,0.097600,-0.008901,-0.004759,-0.002017,0.000858,0.008556,-0.004110,0.006110,0.002450,-0.010515,-0.008120,0.010034,0.006879,-0.003810,-0.014269,0.000672,-0.007497,0.002553,0.005161,0.008855,0.010869,-0.001823,0.002124,0.004897,0.003510,-0.008502,-0.015691,-0.011379,-0.022621,0.009619,0.007105,0.007053,0.000656,-0.012837,-0.016580,0.009583,0.000378,0.010010,0.006037,-0.005589,-0.001540,0.003627,0.009966,0.016690,0.014360,-0.011664,-0.016389,-0.002266,-0.006108,0.009242,0.011735,0.010385,0.002174,0.000220,0.009424,0.008992,-0.004608,0.006013,-0.000694,-0.002774,0.002264
seq6595,0.088058,0.088058,0.037739,0.025160,0.000000,0.050319,0.012580,0.113218,0.037739,0.062899,0.113218,0.050319,0.012580,0.012580,0.050319,0.075479,0.050319,0.000000,0.012580,0.113218,0.000225,0.003497,0.000434,-0.000574,-0.006611,-0.013982,0.002943,0.007671,0.002071,-0.005469,0.006022,0.009926,-0.000137,-0.000297,0.004443,0.007443,-0.011579,-0.021499,0.002782,0.002425,-0.002052,0.001865,0.001706,0.011046,-0.001106,-0.001477,0.000684,0.002486,-0.003798,-0.004378,-0.002253,0.000751,-0.001704,0.000073,0.002454,0.004403,0.000459,-0.000663,-0.005063,-0.008261,-0.003834,-0.007193,-0.005473,-0.008331,0.000702,0.004089,0.003960,0.004830,0.002442,0.003517,-0.002899,-0.004885,0.005606,0.006872,0.001784,-0.001820,0.011160,0.011839,-0.003984,-0.009667
seq6596,0.140991,0.089722,0.000000,0.038452,0.025635,0.025635,0.038452,0.064087,0.012817,0.038452,0.089722,0.012817,0.025635,0.038452,0.102539,0.076904,0.076904,0.000000,0.012817,0.115357,-0.005155,-0.010030,0.003405,0.003347,0.005017,0.007622,-0.007458,-0.009618,-0.005122,-0.003181,-0.002729,0.005355,-0.000342,0.001766,0.005065,0.006543,0.001423,0.001001,-0.001755,-0.000258,0.008883,0.013134,-0.000674,0.001128,-0.006027,-0.003234,-0.002085,-0.001080,-0.000493,-0.004309,-0.010995,-0.012742,-0.000870,0.004153,-0.002607,-0.001655,-0.003632,-0.002469,0.004966,0.012199,0.000708,0.000465,-0.001962,-0.005404,0.008230,0.010353,-0.013680,-0.008673,0.001804,-0.002725,0.000081,0.001990,-0.004858,-0.008249,0.004534,0.008118,-0.004832,-0.004675,0.004094,0.002801
seq6597,0.149341,0.037335,0.074670,0.049780,0.037335,0.037335,0.049780,0.037335,0.000000,0.024890,0.074670,0.024890,0.012445,0.087115,0.037335,0.099561,0.062225,0.012445,0.037335,0.049780,0.006907,0.005941,0.004839,-0.000556,0.005145,0.000964,0.003090,0.005306,-0.004190,-0.005323,-0.003878,-0.004425,-0.007921,-0.004388,-0.002573,0.000751,-0.002008,0.001142,-0.004147,-0.001245,-0.003581,-0.000724,-0.003395,-0.002858,-0.006054,-0.010254,-0.007941,-0.011914,-0.000748,-0.000958,0.000182,0.000263,-0.009239,-0.004992,0.000866,-0.002332,0.014469,0.007841,-0.001525,0.001633,0.005712,0.005105,0.001334,0.001644,0.005701,-0.000177,0.005344,0.011304,0.004505,0.004696,-0.000808,-0.001829,0.000034,0.000041,0.005804,0.007756,-0.000996,-0.001735,0.002199,-0.003410
seq6598,0.166598,0.051261,0.038446,0.051261,0.076892,0.051261,0.000000,0.076892,0.000000,0.000000,0.064076,0.025631,0.012815,0.025631,0.064076,0.140968,0.051261,0.025631,0.038446,0.064076,-0.006144,-0.005537,-0.004829,-0.001959,0.001352,0.005863,-0.005560,-0.005321,-0.001634,0.003635,0.007152,0.010386,-0.001423,-0.003549,0.000449,0.005515,-0.003805,-0.009694,0.000520,-0.003753,0.001651,0.003856,0.000614,-0.005759,-0.002885,-0.004995,-0.000419,-0.002037,-0.002192,-0.005362,-0.005758,-0.005108,0.005225,-0.003512,-0.001039,-0.004685,-0.000434,0.001188,0.004444,-0.005424,-0.002893,0.002371,-0.002908,0.001478,-0.001911,-0.001096,0.000257,-0.001764,0.007529,0.005112,-0.001196,-0.001014,0.003912,0.006391,-0.004332,0.006435,-0.004173,0.001488,0.005431,0.006628
seq6599,0.116422,0.064679,0.012936,0.038807,0.012936,0.064679,0.103486,0.077615,0.025872,0.012936,0.206972,0.025872,0.012936,0.025872,0.038807,0.051743,0.051743,0.000000,0.012936,0.077615,0.005050,0.006719,-0.000235,0.000882,0.007634,0.007651,0.008669,0.008923,-0.001171,0.003823,0.004294,0.004850,0.014481,0.014739,0.004208,0.005849,0.005585,0.004449,0.002042,-0.009431,0.005350,0.009049,0.009996,0.010289,0.004672,-0.001939,-0.009724,-0.006124,-0.002101,-0.004641,0.001393,-0.007555,-0.004751,-0.013940,-0.003865,-0.001692,0.009963,-0.000909,0.001129,0.000252,-0.014849,-0.020436,-0.005034,-0.012426,0.008418,0.005195,-0.010145,-0.016807,-0.007728,-0.017942,0.006765,0.000922,-0.003788,-0.006767,-0.014265,-0.019674,0.001482,-0.003545,0.003664,-0.001761
seq6600,0.229612,0.135066,0.040520,0.040520,0.000000,0.027013,0.027013,0.121559,0.040520,0.040520,0.162079,0.000000,0.027013,0.027013,0.054026,0.013507,0.054026,0.013507,0.000000,0.027013,-0.002332,-0.004657,0.001245,-0.004124,0.003602,0.010360,0.006354,0.010075,-0.000247,-0.002330,-0.004356,-0.010444,0.002822,0.013901,0.002546,0.002464,0.004434,0.003991,0.005321,0.007896,-0.001235,-0.004099,-0.003068,-0.001986,0.003335,0.005076,-0.004891,-0.012099,-0.005476,-0.007033,-0.001314,-0.008506,-0.003680,-0.003240,0.000019,-0.001195,-0.002511,-0.009351,-0.000860,-0.003182,-0.005824,-0.004509,-0.002882,-0.005934,-0.007591,-0.011572,-0.000014,-0.013999,-0.007193,-0.011864,0.004656,0.009348,-0.002303,0.001617,-0.004079,-0.007309,0.006090,0.005981,-0.004814,0.000451
seq6601,0.170418,0.073036,0.036518,0.024345,0.000000,0.024345,0.012173,0.158245,0.036518,0.000000,0.121727,0.000000,0.024345,0.012173,0.109554,0.024345,0.048691,0.012173,0.000000,0.085209,-0.001164,-0.002271,-0.003010,-0.004378,0.004184,0.015181,0.003726,0.002338,0.002957,0.004705,-0.003504,-0.002201,-0.000037,0.003049,0.000747,0.005828,0.001203,0.005126,-0.002422,-0.001451,-0.003272,-0.003084,0.002714,0.015177,-0.003586,-0.003129,-0.006403,-0.010658,0.000264,0.005305,-0.002230,-0.001510,-0.004424,-0.005124,-0.000348,0.002468,-0.000275,-0.001403,-0.002308,-0.001505,-0.003334,0.000796,-0.001071,0.001330,-0.003309,-0.000589,0.004071,0.006594,0.000595,0.003506,-0.000554,-0.001632,0.003419,0.004787,0.001422,0.003153,-0.000396,-0.003540,0.002385,0.003278
seq6602,0.132828,0.036226,0.024151,0.012075,0.024151,0.048301,0.036226,0.060376,0.000000,0.012075,0.096602,0.072452,0.036226,0.048301,0.048301,0.072452,0.084527,0.012075,0.024151,0.084527,-0.000515,0.001673,0.005838,0.007531,0.003822,0.007585,0.004025,0.004060,0.004828,0.009943,0.003538,0.008102,-0.002537,-0.000789,0.007319,0.010256,0.000022,0.004586,-0.002013,0.002152,-0.006162,-0.000037,0.002860,0.004027,0.000901,-0.000201,-0.004963,-0.000637,-0.000774,0.000469,-0.005019,-0.001165,-0.000422,-0.000944,-0.002871,-0.002632,-0.002424,0.001865,-0.001509,-0.001169,0.009164,0.006151,-0.009608,-0.011425,0.005126,-0.003525,-0.002849,-0.000379,0.001926,-0.001224,-0.005067,-0.004564,0.003727,0.000753,0.001171,-0.001513,0.000753,-0.000201,-0.006273,-0.006781
seq6603,0.039812,0.053083,0.066354,0.066354,0.000000,0.000000,0.066354,0.053083,0.039812,0.053083,0.145979,0.039812,0.013271,0.066354,0.026542,0.106166,0.079625,0.026542,0.013271,0.106166,0.008433,0.004247,0.004523,0.008096,0.002043,0.000166,-0.005522,-0.009715,0.003057,0.001907,-0.004436,-0.007196,-0.003430,-0.000728,0.004463,-0.001700,-0.003760,0.000933,-0.006519,-0.003291,0.000663,0.004505,-0.007948,-0.008285,0.010444,0.013511,-0.003329,-0.000566,-0.008046,-0.012687,-0.000806,0.002159,-0.004971,-0.006165,-0.003967,-0.000441,-0.007596,-0.004522,-0.011020,-0.003993,-0.000557,0.001084,-0.002760,0.002439,-0.008315,-0.009325,-0.000287,0.002283,-0.010641,-0.013755,0.002264,0.000644,0.000423,0.000898,-0.004109,-0.004160,0.012850,0.013027,0.008928,0.008894
seq6604,0.240893,0.053532,0.040149,0.053532,0.013383,0.053532,0.040149,0.120446,0.013383,0.040149,0.066915,0.066915,0.026766,0.053532,0.040149,0.053532,0.066915,0.026766,0.000000,0.000000,-0.000123,0.004795,0.003162,0.002430,0.009396,0.007212,0.002420,0.001911,0.006983,0.007670,0.005185,0.008975,-0.001703,-0.001786,0.004974,0.001802,0.005749,0.007386,-0.009080,-0.010032,0.003328,-0.002001,-0.002316,-0.002622,-0.009608,-0.009638,-0.008210,-0.011592,-0.006473,0.000617,-0.003227,-0.006266,-0.003673,-0.001814,-0.011706,-0.010039,-0.008301,-0.016131,-0.007798,-0.003001,-0.006203,-0.005375,-0.011275,-0.008610,-0.004050,-0.000682,0.005718,-0.003734,-0.005279,-0.005658,0.001445,-0.000537,0.005553,-0.000080,0.009025,0.007757,0.004187,0.004018,0.003830,0.002460
seq6605,0.101441,0.111585,0.010144,0.030432,0.000000,0.000000,0.091297,0.060865,0.020288,0.050721,0.071009,0.030432,0.010144,0.010144,0.020288,0.050721,0.071009,0.010144,0.010144,0.050721,0.009806,0.003533,0.002037,-0.000502,0.007455,-0.002084,0.007859,0.007360,-0.005616,-0.007323,0.002549,-0.000920,0.008912,0.003883,-0.001341,-0.005256,-0.006340,-0.008211,0.015544,0.016325,0.008658,0.003897,0.003141,-0.003178,0.003593,0.004240,0.010599,0.010010,0.000710,-0.005474,0.008501,-0.001361,0.018290,0.020655,0.005784,0.001423,-0.002324,-0.002940,0.002469,-0.003234,0.009739,0.013085,0.001665,-0.006510,-0.000674,-0.005947,0.010471,0.007140,0.003751,-0.001685,0.002334,-0.007215,0.010570,0.006639,0.010297,0.006457,0.007020,-0.002373,-0.001899,-0.005524
seq6606,0.133247,0.060567,0.024227,0.109020,0.000000,0.012113,0.048453,0.084793,0.024227,0.036340,0.084793,0.000000,0.024227,0.024227,0.036340,0.048453,0.072680,0.000000,0.036340,0.109020,-0.003769,-0.001428,0.007165,0.003182,0.003912,0.003774,-0.003946,-0.007750,-0.000540,0.006375,0.001674,-0.000237,-0.007833,-0.010198,-0.003595,0.001307,-0.002931,0.000699,-0.002334,-0.000720,0.008400,0.004714,-0.000954,-0.004986,0.005223,0.003475,-0.004231,-0.002395,0.003424,0.005192,0.009957,0.005549,-0.001245,-0.000921,0.004757,0.010268,0.000847,0.001140,-0.002176,-0.005183,0.006427,0.002157,0.003502,0.007842,-0.000103,0.001569,-0.003739,-0.004982,-0.005861,-0.004319,-0.008179,-0.011751,0.013760,0.013531,-0.007683,-0.002856,0.004231,0.004646,-0.000794,-0.000129
seq6607,0.133578,0.022263,0.044526,0.033395,0.000000,0.033395,0.000000,0.044526,0.000000,0.055658,0.133578,0.033395,0.011132,0.022263,0.022263,0.077921,0.100184,0.000000,0.033395,0.089052,-0.000025,0.003555,0.002207,0.007077,0.001751,0.006365,0.002375,0.004971,-0.000295,0.003132,0.000318,0.001077,0.002093,0.005923,-0.001217,-0.000343,0.000417,0.003293,-0.001226,0.004214,0.000583,0.002579,-0.001240,-0.000338,-0.000174,0.005406,0.000495,-0.000469,0.002690,0.005976,0.000638,0.001484,0.000999,0.010873,-0.003062,-0.000550,-0.001363,0.003335,0.002735,0.010558,0.000550,0.005230,-0.003326,-0.004142,-0.001009,0.003844,-0.001302,0.001122,-0.000999,0.001701,0.001630,0.004144,0.001262,0.005597,-0.002642,-0.000221,-0.002347,-0.000036,0.004436,0.009172
seq6608,0.013154,0.065770,0.052616,0.065770,0.000000,0.052616,0.105232,0.065770,0.026308,0.065770,0.105232,0.039462,0.078924,0.065770,0.026308,0.026308,0.065770,0.013154,0.065770,0.052616,0.003293,0.002047,-0.001253,-0.006278,0.006215,0.006131,-0.007532,-0.007072,-0.001768,-0.004164,0.003486,0.006580,0.000598,0.007396,0.010085,-0.000676,-0.002565,-0.001928,-0.013027,-0.000254,0.003606,0.002484,-0.004048,-0.001745,-0.014457,-0.001860,-0.004733,-0.000435,-0.000991,-0.013943,-0.000362,-0.007305,-0.004893,0.001551,-0.008922,-0.007588,0.014662,0.006414,-0.000061,0.003641,-0.001613,0.004457,-0.006283,-0.003123,0.005888,-0.008045,-0.007559,0.002044,-0.010560,-0.005623,0.005005,0.000748,-0.000516,0.005020,0.011791,0.007388,-0.008772,-0.014010,0.001605,0.009507
seq6609,0.187254,0.087385,0.024967,0.024967,0.024967,0.062418,0.012484,0.074902,0.000000,0.024967,0.087385,0.000000,0.012484,0.037451,0.062418,0.037451,0.137320,0.012484,0.012484,0.074902,-0.003723,-0.001767,-0.002961,0.001839,0.001286,0.007393,0.004614,0.011111,0.001370,0.003750,-0.000074,0.004051,0.008736,0.019654,-0.004633,-0.007914,-0.002263,-0.000101,0.003960,0.010133,0.000376,-0.000995,-0.006580,-0.008413,-0.000369,0.002171,0.001578,0.002202,0.000703,-0.000865,-0.008344,-0.010529,0.005639,0.009624,-0.006352,-0.006360,-0.005542,-0.004754,0.002318,0.002201,0.000178,0.003498,0.001349,-0.005354,-0.009568,-0.009117,0.003296,0.009540,-0.003400,-0.008065,0.000182,-0.001972,0.000340,-0.000596,-0.001842,-0.001587,0.000472,-0.007509,0.004309,0.004993
seq6610,0.022605,0.033907,0.011302,0.056511,0.079116,0.045209,0.022605,0.113023,0.011302,0.022605,0.079116,0.067814,0.033907,0.033907,0.045209,0.000000,0.079116,0.033907,0.067814,0.045209,0.005915,0.003369,0.002836,0.004332,0.001373,0.002529,0.002538,0.003784,0.006167,0.009364,-0.001323,-0.000579,-0.000589,0.003779,-0.007639,-0.001018,-0.009090,-0.003332,0.001772,0.000752,-0.000685,0.002076,-0.003895,-0.001925,-0.001563,0.000279,0.002076,0.001117,0.003760,0.004917,-0.000232,0.004017,-0.008938,-0.010716,-0.000899,0.006088,-0.002807,-0.006795,0.002870,0.007569,0.005364,0.008913,0.002133,0.003327,-0.002497,0.000064,0.003196,-0.004267,0.013359,0.011280,0.007044,0.006759,0.006744,0.005037,-0.002776,-0.001091,0.003357,0.005232,0.002061,0.001326
seq6611,0.042881,0.042881,0.021440,0.042881,0.075042,0.010720,0.032161,0.107202,0.010720,0.021440,0.085762,0.107202,0.032161,0.010720,0.032161,0.021440,0.042881,0.010720,0.053601,0.053601,0.007821,0.007155,0.001458,0.002331,0.003284,0.002882,0.003342,0.004244,0.008303,0.009490,-0.001164,-0.000583,0.001708,0.000841,0.004865,0.007292,-0.008809,-0.001013,-0.000542,0.001540,-0.001976,0.000791,-0.006403,-0.001756,0.001893,0.000801,-0.001720,-0.000040,0.008234,0.008683,-0.003155,-0.000213,-0.009266,-0.007531,0.004997,0.005308,0.004684,-0.003963,0.011047,0.009817,0.011037,0.008286,0.002113,0.001587,0.007707,-0.001524,-0.003878,-0.008344,0.007914,0.007647,0.009081,0.011353,-0.002012,-0.000875,0.003744,0.003866,0.004876,0.004450,-0.000911,0.001587
seq6612,0.043480,0.043480,0.032610,0.032610,0.076090,0.010870,0.032610,0.108700,0.010870,0.021740,0.086960,0.108700,0.032610,0.010870,0.032610,0.021740,0.043480,0.010870,0.054350,0.054350,0.008179,0.007283,-0.000042,0.002292,0.001969,0.002811,0.002647,0.004314,0.005455,0.009327,-0.001708,-0.000683,0.002719,0.000872,0.005310,0.007416,-0.008550,-0.001005,-0.002137,0.001444,-0.001861,0.000770,-0.005839,-0.001693,0.002995,0.000834,-0.001333,-0.000016,0.008766,0.008828,-0.004936,-0.000433,-0.011160,-0.007714,0.005170,0.005378,0.004911,-0.003963,0.009349,0.009872,0.009307,0.008262,0.002014,0.001621,0.005865,-0.001690,-0.004065,-0.008414,0.006003,0.007501,0.009071,0.011560,-0.001006,-0.000777,0.004651,0.004034,0.004798,0.004564,-0.000381,0.001641
seq6613,0.022523,0.022523,0.011262,0.056308,0.078832,0.045047,0.022523,0.135140,0.011262,0.033785,0.078832,0.033785,0.045047,0.022523,0.022523,0.045047,0.045047,0.022523,0.067570,0.078832,0.002602,0.001056,0.001449,0.001328,-0.000406,0.003300,-0.004724,0.000840,0.004081,0.007561,0.002077,0.004651,0.003189,0.005302,0.001816,-0.001618,-0.000188,0.003676,0.002971,0.001171,-0.003517,0.001854,-0.005245,-0.001709,-0.000397,0.005047,-0.000683,-0.002363,0.003111,0.003741,0.004805,0.003562,-0.002211,0.000474,0.005088,0.008130,0.001920,-0.004146,-0.000583,0.004444,0.006550,0.006997,0.001160,0.003579,-0.001564,-0.003358,0.007713,0.004393,0.001000,0.003796,-0.001650,-0.000993,0.002469,0.007753,0.001255,0.002453,-0.000618,0.002944,-0.003506,-0.002766
