Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G9.1],[G9.2],[G9.3]
seq7718,0.074853,0.014971,0.014971,0.022456,0.000000,0.014971,0.037427,0.052397,0.029941,0.022456,0.022456,0.022456,0.007485,0.037427,0.037427,0.029941,0.082339,0.014971,0.022456,0.037427,0.013452,0.014962,0.013719,0.012845,0.014294,0.013948,0.012514,0.014047,0.013841,0.010611,0.012158,0.013362,0.012412,0.015491,0.013356,0.012890,0.014841,0.013863,0.014712,0.011285,0.014442,0.010284,0.012919,0.013371,0.013136,0.013680,0.014042,0.012803,0.013879,0.014017,0.123868,0.024774,0.024774,0.037160,0.000000,0.024774,0.061934,0.086707,0.049547,0.037160,0.037160,0.037160,0.012387,0.061934,0.061934,0.049547,0.136254,0.024774,0.037160,0.061934,0.000256,0.000369,0.000316,0.000263,0.000309,0.000294,0.000260,0.000333,0.000322,0.000291,0.000257,0.000315,0.000298,0.000297,0.000293,0.000329,0.000283,0.000279,0.000338,0.000299,0.000242,0.000242,0.000389,0.000360,0.000255,0.000319,0.000352,0.000326,0.000264,0.000309,0.057295,0.011459,0.011459,0.017188,0.000000,0.011459,0.028647,0.040106,0.022918,0.017188,0.017188,0.017188,0.005729,0.028647,0.028647,0.022918,0.063024,0.011459,0.017188,0.028647,0.019324,0.020852,0.017718,0.016553,0.019609,0.015986,0.017138,0.020481,0.020084,0.014081,0.015504,0.017669,0.017366,0.020732,0.018244,0.015077,0.021200,0.016896,0.019739,0.017329,0.020592,0.012885,0.019097,0.019572,0.016539,0.014965,0.020279,0.017350,0.017926,0.020854,40.4938272,25.6981132,24.1985816
seq7719,0.085181,0.042590,0.014197,0.042590,0.021295,0.021295,0.014197,0.035492,0.014197,0.014197,0.049689,0.007098,0.021295,0.007098,0.028394,0.028394,0.042590,0.035492,0.007098,0.035492,0.013472,0.014611,0.012913,0.014855,0.012977,0.013652,0.013114,0.013029,0.016395,0.011477,0.013945,0.013878,0.013316,0.014237,0.014997,0.017198,0.016132,0.015207,0.014402,0.012452,0.015801,0.016001,0.013892,0.014229,0.015134,0.014381,0.014719,0.014536,0.016049,0.015129,0.148678,0.074339,0.024780,0.074339,0.037169,0.037169,0.024780,0.061949,0.024780,0.024780,0.086729,0.012390,0.037169,0.012390,0.049559,0.049559,0.074339,0.061949,0.012390,0.061949,0.000272,0.000281,0.000211,0.000256,0.000279,0.000243,0.000288,0.000272,0.000218,0.000313,0.000236,0.000255,0.000255,0.000260,0.000286,0.000328,0.000246,0.000309,0.000369,0.000260,0.000272,0.000368,0.000300,0.000316,0.000351,0.000345,0.000349,0.000339,0.000352,0.000388,0.071485,0.035742,0.011914,0.035742,0.017871,0.017871,0.011914,0.029785,0.011914,0.011914,0.041699,0.005957,0.017871,0.005957,0.023828,0.023828,0.035742,0.029785,0.005957,0.029785,0.017886,0.019123,0.014104,0.019524,0.016199,0.017188,0.014925,0.016542,0.022806,0.014993,0.018525,0.018777,0.012580,0.017644,0.018970,0.021873,0.018346,0.017595,0.020511,0.013033,0.017835,0.020217,0.014541,0.016628,0.016489,0.013850,0.015612,0.015115,0.021999,0.020006,42.8024691,26.9471698,28.1524823
seq7720,0.069820,0.027928,0.006982,0.027928,0.006982,0.020946,0.041892,0.062838,0.013964,0.020946,0.055856,0.013964,0.034910,0.041892,0.006982,0.020946,0.048874,0.000000,0.000000,0.034910,0.014177,0.015261,0.016952,0.014392,0.016744,0.012207,0.014508,0.012996,0.013264,0.013376,0.015080,0.013588,0.017030,0.016011,0.013147,0.014282,0.013966,0.013554,0.014359,0.017609,0.016033,0.015804,0.014953,0.016042,0.015601,0.012491,0.010813,0.014285,0.016233,0.016681,0.123907,0.049563,0.012391,0.049563,0.012391,0.037172,0.074344,0.111517,0.024781,0.037172,0.099126,0.024781,0.061954,0.074344,0.012391,0.037172,0.086735,0.000000,0.000000,0.061954,0.000326,0.000292,0.000280,0.000303,0.000349,0.000277,0.000325,0.000266,0.000328,0.000218,0.000293,0.000331,0.000311,0.000255,0.000320,0.000273,0.000260,0.000259,0.000292,0.000293,0.000278,0.000309,0.000298,0.000207,0.000309,0.000272,0.000297,0.000337,0.000284,0.000301,0.067183,0.026873,0.006718,0.026873,0.006718,0.020155,0.040310,0.060465,0.013437,0.020155,0.053747,0.013437,0.033592,0.040310,0.006718,0.020155,0.047028,0.000000,0.000000,0.033592,0.014918,0.014437,0.019299,0.016855,0.020509,0.012301,0.015906,0.012634,0.014446,0.015233,0.015601,0.013447,0.018825,0.018806,0.013944,0.015116,0.012112,0.013111,0.014262,0.018085,0.015287,0.019415,0.016037,0.014311,0.015580,0.012815,0.011416,0.015357,0.016394,0.016072,36.9506173,24.3056604,31.3191489
seq7721,0.028542,0.042813,0.021406,0.028542,0.021406,0.042813,0.021406,0.014271,0.007135,0.049948,0.049948,0.049948,0.014271,0.014271,0.000000,0.035677,0.064219,0.000000,0.014271,0.049948,0.014579,0.015407,0.014221,0.012680,0.011362,0.015320,0.014740,0.015038,0.014115,0.011682,0.016031,0.016160,0.011422,0.016582,0.012530,0.013919,0.016496,0.014085,0.014348,0.013699,0.014725,0.014954,0.014512,0.016412,0.012213,0.011633,0.017845,0.014490,0.013495,0.014467,0.049542,0.074313,0.037157,0.049542,0.037157,0.074313,0.037157,0.024771,0.012386,0.086699,0.086699,0.086699,0.024771,0.024771,0.000000,0.061928,0.111470,0.000000,0.024771,0.086699,0.000277,0.000338,0.000316,0.000270,0.000336,0.000249,0.000292,0.000296,0.000333,0.000264,0.000295,0.000288,0.000336,0.000290,0.000303,0.000367,0.000388,0.000244,0.000213,0.000324,0.000296,0.000286,0.000313,0.000346,0.000241,0.000314,0.000366,0.000338,0.000279,0.000357,0.025535,0.038302,0.019151,0.025535,0.019151,0.038302,0.019151,0.012767,0.006384,0.044686,0.044686,0.044686,0.012767,0.012767,0.000000,0.031918,0.057453,0.000000,0.012767,0.044686,0.016750,0.017303,0.016190,0.014618,0.015948,0.017986,0.015171,0.017523,0.016852,0.014801,0.018148,0.019520,0.013117,0.020383,0.014172,0.015905,0.017692,0.016376,0.016201,0.013813,0.016987,0.016125,0.015569,0.019672,0.013905,0.013312,0.020447,0.015680,0.013978,0.015164,38.0246914,25.5962264,25.8475177
seq7722,0.062148,0.041432,0.006905,0.027621,0.000000,0.006905,0.062148,0.048337,0.013811,0.020716,0.075959,0.034527,0.013811,0.006905,0.027621,0.020716,0.055243,0.000000,0.006905,0.020716,0.015468,0.013332,0.014822,0.013590,0.017284,0.016161,0.014423,0.016559,0.014320,0.014501,0.013740,0.014766,0.013897,0.014247,0.015501,0.014125,0.014704,0.013806,0.016427,0.015310,0.012641,0.014132,0.013215,0.017618,0.012057,0.014595,0.017542,0.016076,0.016126,0.016591,0.111750,0.074500,0.012417,0.049667,0.000000,0.012417,0.111750,0.086917,0.024833,0.037250,0.136584,0.062083,0.024833,0.012417,0.049667,0.037250,0.099334,0.000000,0.012417,0.037250,0.000230,0.000229,0.000206,0.000233,0.000238,0.000210,0.000221,0.000204,0.000213,0.000201,0.000242,0.000226,0.000215,0.000186,0.000216,0.000226,0.000208,0.000196,0.000263,0.000262,0.000219,0.000247,0.000257,0.000205,0.000181,0.000219,0.000214,0.000213,0.000228,0.000258,0.063164,0.042110,0.007018,0.028073,0.000000,0.007018,0.063164,0.049128,0.014037,0.021055,0.077201,0.035091,0.014037,0.007018,0.028073,0.021055,0.056146,0.000000,0.007018,0.021055,0.017126,0.014875,0.015852,0.012697,0.016483,0.015041,0.015509,0.015511,0.013514,0.012932,0.014011,0.013706,0.015246,0.013182,0.014195,0.013816,0.013062,0.012491,0.016804,0.015942,0.012423,0.015050,0.013469,0.018789,0.010558,0.012667,0.015463,0.016793,0.015749,0.015584,35.7777778,24.4301887,27.1843972
seq7723,0.029223,0.036529,0.014612,0.036529,0.000000,0.014612,0.043835,0.051140,0.014612,0.014612,0.036529,0.043835,0.021917,0.014612,0.036529,0.029223,0.058446,0.014612,0.021917,0.051140,0.011371,0.012870,0.013540,0.015396,0.015671,0.015029,0.015059,0.015375,0.015454,0.014029,0.013092,0.013729,0.013436,0.013862,0.012999,0.012997,0.013617,0.012716,0.012767,0.015835,0.015587,0.014248,0.012494,0.013703,0.012150,0.013490,0.012607,0.015025,0.013625,0.013767,0.049548,0.061934,0.024774,0.061934,0.000000,0.024774,0.074321,0.086708,0.024774,0.024774,0.061934,0.074321,0.037161,0.024774,0.061934,0.049548,0.099095,0.024774,0.037161,0.086708,0.000307,0.000327,0.000290,0.000283,0.000242,0.000320,0.000255,0.000318,0.000282,0.000339,0.000331,0.000256,0.000326,0.000269,0.000303,0.000269,0.000341,0.000288,0.000289,0.000414,0.000269,0.000331,0.000242,0.000325,0.000343,0.000336,0.000347,0.000285,0.000301,0.000223,0.025439,0.031798,0.012719,0.031798,0.000000,0.012719,0.038158,0.044518,0.012719,0.012719,0.031798,0.038158,0.019079,0.012719,0.031798,0.025439,0.050878,0.012719,0.019079,0.044518,0.013632,0.015095,0.016411,0.018069,0.019539,0.018019,0.017793,0.019528,0.017615,0.017991,0.017682,0.017196,0.016179,0.015871,0.014771,0.014218,0.014645,0.014557,0.015497,0.016543,0.017655,0.016548,0.015365,0.013782,0.013715,0.016378,0.013384,0.017388,0.019244,0.016914,39.2222222,26.2226415,22.7588652
seq7724,0.054066,0.046342,0.000000,0.054066,0.007724,0.015447,0.054066,0.061789,0.030895,0.015447,0.038618,0.007724,0.007724,0.015447,0.023171,0.030895,0.084961,0.007724,0.007724,0.054066,0.012272,0.012368,0.012630,0.012455,0.012910,0.013814,0.013325,0.013954,0.010797,0.013310,0.011979,0.011508,0.014071,0.012046,0.011845,0.014648,0.012175,0.011958,0.010883,0.011830,0.011890,0.012631,0.012946,0.013666,0.013628,0.013367,0.014175,0.013637,0.011702,0.013685,0.086653,0.074274,0.000000,0.086653,0.012379,0.024758,0.086653,0.099032,0.049516,0.024758,0.061895,0.012379,0.012379,0.024758,0.037137,0.049516,0.136168,0.012379,0.012379,0.086653,0.000360,0.000253,0.000338,0.000296,0.000274,0.000308,0.000356,0.000287,0.000272,0.000374,0.000269,0.000405,0.000232,0.000378,0.000286,0.000434,0.000277,0.000381,0.000264,0.000332,0.000339,0.000328,0.000351,0.000285,0.000397,0.000314,0.000409,0.000199,0.000365,0.000321,0.047404,0.040632,0.000000,0.047404,0.006772,0.013544,0.047404,0.054176,0.027088,0.013544,0.033860,0.006772,0.006772,0.013544,0.020316,0.027088,0.074492,0.006772,0.006772,0.047404,0.015221,0.015101,0.015967,0.014081,0.015614,0.015711,0.017233,0.017662,0.011334,0.015833,0.014387,0.015526,0.017623,0.016098,0.015121,0.016823,0.014263,0.012663,0.014512,0.014247,0.012462,0.014988,0.014852,0.016315,0.017579,0.016784,0.015595,0.016128,0.013525,0.014996,38.0493827,21.6150943,22.6276596
seq7725,0.092211,0.069158,0.007684,0.053789,0.015368,0.015368,0.030737,0.038421,0.000000,0.015368,0.038421,0.023053,0.007684,0.023053,0.069158,0.030737,0.015368,0.000000,0.015368,0.053789,0.012606,0.012007,0.014023,0.013455,0.012716,0.013072,0.012980,0.010776,0.013078,0.013588,0.013234,0.013651,0.012387,0.011996,0.012047,0.010974,0.011104,0.014335,0.013593,0.013883,0.014410,0.011973,0.014522,0.012085,0.013996,0.013022,0.015532,0.010820,0.013845,0.009552,0.148818,0.111614,0.012402,0.086811,0.024803,0.024803,0.049606,0.062008,0.000000,0.024803,0.062008,0.037205,0.012402,0.037205,0.111614,0.049606,0.024803,0.000000,0.024803,0.086811,0.000253,0.000288,0.000281,0.000212,0.000290,0.000287,0.000311,0.000238,0.000285,0.000291,0.000321,0.000250,0.000196,0.000238,0.000333,0.000249,0.000254,0.000290,0.000319,0.000268,0.000238,0.000234,0.000257,0.000289,0.000288,0.000211,0.000212,0.000241,0.000249,0.000204,0.081319,0.060989,0.006777,0.047436,0.013553,0.013553,0.027106,0.033883,0.000000,0.013553,0.033883,0.020330,0.006777,0.020330,0.060989,0.027106,0.013553,0.000000,0.013553,0.047436,0.013940,0.014228,0.016243,0.017552,0.014957,0.016777,0.016152,0.013293,0.014943,0.014710,0.017832,0.016514,0.015312,0.011834,0.013648,0.011936,0.014027,0.017501,0.017819,0.016721,0.017150,0.015011,0.016559,0.014311,0.016707,0.016464,0.016226,0.014208,0.013996,0.011299,40.2222222,27.9245283,24.4858156
seq7726,0.021830,0.021830,0.036383,0.029106,0.021830,0.050936,0.043659,0.021830,0.000000,0.014553,0.050936,0.036383,0.014553,0.029106,0.021830,0.043659,0.029106,0.000000,0.021830,0.072765,0.016076,0.016093,0.014428,0.011189,0.015046,0.014628,0.014297,0.013670,0.014790,0.015610,0.011676,0.013347,0.015157,0.012900,0.011569,0.013151,0.015526,0.012720,0.012673,0.012039,0.015850,0.014312,0.013578,0.014693,0.013291,0.014840,0.012572,0.015656,0.012118,0.014384,0.037130,0.037130,0.061884,0.049507,0.037130,0.086638,0.074261,0.037130,0.000000,0.024754,0.086638,0.061884,0.024754,0.049507,0.037130,0.074261,0.049507,0.000000,0.037130,0.123768,0.000406,0.000334,0.000310,0.000326,0.000363,0.000372,0.000324,0.000310,0.000329,0.000378,0.000321,0.000281,0.000337,0.000330,0.000292,0.000315,0.000370,0.000318,0.000375,0.000318,0.000326,0.000344,0.000323,0.000282,0.000339,0.000283,0.000282,0.000342,0.000309,0.000315,0.019366,0.019366,0.032277,0.025821,0.019366,0.045187,0.038732,0.019366,0.000000,0.012911,0.045187,0.032277,0.012911,0.025821,0.019366,0.038732,0.025821,0.000000,0.019366,0.064553,0.019666,0.016791,0.015906,0.014329,0.019053,0.014812,0.015288,0.017676,0.015733,0.016381,0.014413,0.015378,0.016605,0.014745,0.014685,0.014987,0.018357,0.013778,0.019456,0.012613,0.019161,0.016276,0.017300,0.015766,0.016651,0.014500,0.014468,0.019100,0.012448,0.017250,40.4444444,25.8641509,24.858156
seq7727,0.065504,0.072783,0.000000,0.072783,0.000000,0.021835,0.029113,0.050948,0.007278,0.014557,0.050948,0.000000,0.014557,0.029113,0.007278,0.014557,0.021835,0.029113,0.000000,0.080061,0.014237,0.015666,0.014579,0.015935,0.014960,0.013874,0.014100,0.014489,0.013628,0.014162,0.013480,0.013736,0.013587,0.012365,0.015071,0.013378,0.015629,0.010495,0.014555,0.015396,0.011029,0.011601,0.013118,0.014357,0.015319,0.015359,0.013280,0.012671,0.013749,0.013932,0.111158,0.123509,0.000000,0.123509,0.000000,0.037053,0.049404,0.086456,0.012351,0.024702,0.086456,0.000000,0.024702,0.049404,0.012351,0.024702,0.037053,0.049404,0.000000,0.135860,0.000390,0.000475,0.000327,0.000388,0.000432,0.000415,0.000416,0.000414,0.000417,0.000337,0.000320,0.000476,0.000364,0.000350,0.000466,0.000457,0.000362,0.000444,0.000462,0.000347,0.000278,0.000350,0.000420,0.000331,0.000410,0.000464,0.000339,0.000427,0.000476,0.000375,0.058157,0.064619,0.000000,0.064619,0.000000,0.019386,0.025848,0.045233,0.006462,0.012924,0.045233,0.000000,0.012924,0.025848,0.006462,0.012924,0.019386,0.025848,0.000000,0.071081,0.016341,0.020054,0.017995,0.020942,0.017129,0.014818,0.014884,0.018474,0.016407,0.018506,0.014767,0.014982,0.014792,0.015825,0.016418,0.012778,0.017526,0.012811,0.016525,0.018362,0.011256,0.013308,0.016798,0.017208,0.017793,0.018580,0.012815,0.013142,0.014927,0.016888,37.962963,27.1622642,26.8368794
seq7728,0.063592,0.056526,0.014132,0.049461,0.000000,0.021197,0.042395,0.049461,0.021197,0.042395,0.070658,0.014132,0.007066,0.014132,0.007066,0.007066,0.035329,0.000000,0.014132,0.035329,0.015659,0.014007,0.015947,0.014133,0.014751,0.012932,0.015068,0.012532,0.013389,0.016629,0.014050,0.014421,0.015849,0.013581,0.017162,0.014163,0.014510,0.012382,0.015134,0.015166,0.015796,0.014976,0.014333,0.010846,0.013372,0.014836,0.013456,0.017738,0.014764,0.013155,0.111371,0.098997,0.024749,0.086622,0.000000,0.037124,0.074247,0.086622,0.037124,0.074247,0.123746,0.024749,0.012375,0.024749,0.012375,0.012375,0.061873,0.000000,0.024749,0.061873,0.000329,0.000328,0.000314,0.000277,0.000351,0.000339,0.000268,0.000352,0.000312,0.000359,0.000348,0.000341,0.000347,0.000350,0.000429,0.000346,0.000304,0.000363,0.000356,0.000373,0.000287,0.000382,0.000351,0.000329,0.000285,0.000290,0.000434,0.000276,0.000322,0.000293,0.060125,0.053444,0.013361,0.046764,0.000000,0.020042,0.040083,0.046764,0.020042,0.040083,0.066805,0.013361,0.006681,0.013361,0.006681,0.006681,0.033403,0.000000,0.013361,0.033403,0.018700,0.014110,0.016775,0.015527,0.016858,0.013410,0.017467,0.015126,0.012654,0.017788,0.016793,0.015050,0.018442,0.012241,0.017419,0.015090,0.016861,0.012073,0.018577,0.015693,0.015698,0.015282,0.014496,0.012048,0.015676,0.016190,0.012509,0.018766,0.015302,0.012940,35.9753086,25.4792453,26.9148936
seq7729,0.042849,0.028566,0.028566,0.021425,0.000000,0.021425,0.085698,0.064274,0.007142,0.035708,0.042849,0.057132,0.007142,0.014283,0.028566,0.028566,0.014283,0.014283,0.000000,0.028566,0.012772,0.015441,0.016115,0.013152,0.014212,0.011883,0.013489,0.014483,0.015593,0.013015,0.013656,0.015131,0.015078,0.014545,0.014060,0.014585,0.014785,0.015046,0.015464,0.014905,0.012455,0.013506,0.015959,0.014837,0.012919,0.017961,0.015149,0.013391,0.011945,0.013147,0.074298,0.049532,0.049532,0.037149,0.000000,0.037149,0.148597,0.111448,0.012383,0.061915,0.074298,0.099065,0.012383,0.024766,0.049532,0.049532,0.024766,0.024766,0.000000,0.049532,0.000279,0.000283,0.000280,0.000363,0.000359,0.000285,0.000318,0.000301,0.000235,0.000312,0.000254,0.000322,0.000306,0.000353,0.000354,0.000333,0.000333,0.000332,0.000296,0.000288,0.000355,0.000267,0.000330,0.000342,0.000375,0.000369,0.000303,0.000320,0.000232,0.000273,0.035881,0.023921,0.023921,0.017941,0.000000,0.017941,0.071762,0.053822,0.005980,0.029901,0.035881,0.047841,0.005980,0.011960,0.023921,0.023921,0.011960,0.011960,0.000000,0.023921,0.015556,0.018393,0.018346,0.016339,0.016383,0.011110,0.015820,0.019833,0.019638,0.017145,0.016501,0.017530,0.017405,0.017845,0.016963,0.017364,0.019416,0.018537,0.020053,0.020690,0.016141,0.016385,0.021066,0.018144,0.014390,0.022036,0.017770,0.014343,0.013238,0.017206,35.8024691,25.6377358,21.4858156
seq7730,0.123516,0.038599,0.030879,0.046319,0.015440,0.015440,0.046319,0.030879,0.007720,0.015440,0.054038,0.007720,0.007720,0.015440,0.000000,0.023159,0.077198,0.007720,0.007720,0.046319,0.012874,0.012930,0.013997,0.012228,0.012063,0.013567,0.013043,0.010118,0.013349,0.013352,0.013265,0.014897,0.012413,0.013954,0.013619,0.013132,0.013188,0.011391,0.011919,0.015828,0.011162,0.013570,0.013794,0.011805,0.012538,0.010206,0.013923,0.013793,0.010612,0.009890,0.198293,0.061966,0.049573,0.074360,0.024787,0.024787,0.074360,0.049573,0.012393,0.024787,0.086753,0.012393,0.012393,0.024787,0.000000,0.037180,0.123933,0.012393,0.012393,0.074360,0.000253,0.000279,0.000275,0.000309,0.000274,0.000293,0.000243,0.000265,0.000339,0.000254,0.000316,0.000265,0.000296,0.000244,0.000241,0.000363,0.000347,0.000279,0.000258,0.000247,0.000282,0.000233,0.000333,0.000339,0.000283,0.000292,0.000284,0.000269,0.000242,0.000340,0.114369,0.035740,0.028592,0.042889,0.014296,0.014296,0.042889,0.028592,0.007148,0.014296,0.050037,0.007148,0.007148,0.014296,0.000000,0.021444,0.071481,0.007148,0.007148,0.042889,0.014510,0.014253,0.016642,0.013033,0.011555,0.014733,0.015688,0.013122,0.013591,0.015198,0.014492,0.016928,0.012781,0.015647,0.015940,0.015535,0.015387,0.013569,0.012501,0.017485,0.013781,0.017320,0.014446,0.013612,0.012848,0.010264,0.014073,0.014213,0.013072,0.011932,40.2962963,21.2188679,27.2021277
seq7731,0.050761,0.021755,0.007252,0.036258,0.007252,0.007252,0.050761,0.050761,0.014503,0.043510,0.043510,0.029006,0.007252,0.029006,0.050761,0.014503,0.036258,0.000000,0.043510,0.036258,0.013205,0.017572,0.012396,0.013566,0.014314,0.014475,0.015520,0.012504,0.012356,0.015021,0.014022,0.014096,0.014200,0.011467,0.016000,0.017089,0.011751,0.011563,0.013527,0.014688,0.013564,0.013252,0.013244,0.014117,0.014373,0.013336,0.014208,0.014176,0.015390,0.014881,0.086645,0.037134,0.012378,0.061889,0.012378,0.012378,0.086645,0.086645,0.024756,0.074267,0.074267,0.049511,0.012378,0.049511,0.086645,0.024756,0.061889,0.000000,0.074267,0.061889,0.000315,0.000346,0.000385,0.000339,0.000289,0.000301,0.000378,0.000312,0.000289,0.000284,0.000311,0.000347,0.000369,0.000330,0.000323,0.000329,0.000328,0.000282,0.000309,0.000350,0.000312,0.000389,0.000286,0.000328,0.000324,0.000322,0.000357,0.000272,0.000300,0.000366,0.041840,0.017932,0.005977,0.029886,0.005977,0.005977,0.041840,0.041840,0.011954,0.035863,0.035863,0.023909,0.005977,0.023909,0.041840,0.011954,0.029886,0.000000,0.035863,0.029886,0.016387,0.022016,0.017333,0.016012,0.014660,0.018579,0.020760,0.014637,0.014987,0.021144,0.019384,0.014273,0.015406,0.014444,0.019798,0.019292,0.013952,0.014043,0.018008,0.020734,0.018244,0.016815,0.016797,0.019172,0.017507,0.014187,0.016390,0.019590,0.020272,0.017003,37.9506173,31.2226415,25.1276596
seq7732,0.070237,0.014047,0.035118,0.056190,0.000000,0.035118,0.035118,0.063213,0.014047,0.000000,0.063213,0.035118,0.007024,0.000000,0.049166,0.007024,0.007024,0.021071,0.028095,0.021071,0.014243,0.014896,0.015046,0.014595,0.013666,0.016006,0.017568,0.013956,0.014406,0.016696,0.016127,0.014598,0.014180,0.013105,0.015020,0.017026,0.014163,0.014353,0.014947,0.013182,0.014861,0.014082,0.010422,0.015009,0.012232,0.014198,0.014844,0.013739,0.016489,0.014452,0.123794,0.024759,0.061897,0.099035,0.000000,0.061897,0.061897,0.111415,0.024759,0.000000,0.111415,0.061897,0.012379,0.000000,0.086656,0.012379,0.012379,0.037138,0.049518,0.037138,0.000326,0.000318,0.000290,0.000349,0.000341,0.000345,0.000309,0.000351,0.000263,0.000291,0.000362,0.000303,0.000342,0.000327,0.000384,0.000315,0.000334,0.000315,0.000279,0.000337,0.000350,0.000395,0.000366,0.000377,0.000275,0.000273,0.000304,0.000206,0.000281,0.000339,0.061516,0.012303,0.030758,0.049213,0.000000,0.030758,0.030758,0.055365,0.012303,0.000000,0.055365,0.030758,0.006152,0.000000,0.043061,0.006152,0.006152,0.018455,0.024607,0.018455,0.015748,0.014128,0.016726,0.016464,0.016128,0.020776,0.018788,0.017258,0.016923,0.019191,0.019956,0.016759,0.016859,0.018557,0.015861,0.018798,0.017727,0.018047,0.018534,0.016378,0.014939,0.016172,0.011405,0.016682,0.013554,0.016936,0.017476,0.015781,0.018827,0.016490,42.6049383,26.1735849,22.7411348
seq7733,0.020691,0.027588,0.000000,0.048279,0.000000,0.006897,0.055176,0.055176,0.027588,0.027588,0.034485,0.034485,0.034485,0.041382,0.020691,0.013794,0.034485,0.006897,0.006897,0.055176,0.013684,0.016328,0.015889,0.014922,0.015322,0.015835,0.013432,0.012635,0.016391,0.015434,0.015963,0.011997,0.012553,0.015999,0.014367,0.015036,0.015584,0.016434,0.015046,0.012014,0.015446,0.017212,0.015299,0.015496,0.012691,0.015333,0.012729,0.013751,0.017117,0.018305,0.037094,0.049458,0.000000,0.086552,0.000000,0.012365,0.098916,0.098916,0.049458,0.049458,0.061823,0.061823,0.061823,0.074187,0.037094,0.024729,0.061823,0.012365,0.012365,0.098916,0.000375,0.000338,0.000379,0.000279,0.000310,0.000310,0.000386,0.000358,0.000322,0.000309,0.000369,0.000355,0.000357,0.000403,0.000371,0.000377,0.000318,0.000349,0.000425,0.000424,0.000299,0.000378,0.000367,0.000482,0.000381,0.000298,0.000292,0.000378,0.000447,0.000396,0.019549,0.026066,0.000000,0.045615,0.000000,0.006516,0.052131,0.052131,0.026066,0.026066,0.032582,0.032582,0.032582,0.039098,0.019549,0.013033,0.032582,0.006516,0.006516,0.052131,0.015702,0.019684,0.016545,0.014698,0.017769,0.018661,0.015885,0.014435,0.017051,0.018028,0.017941,0.012833,0.013565,0.017699,0.014284,0.013588,0.017155,0.015284,0.014037,0.014354,0.016300,0.016535,0.017491,0.015391,0.011884,0.015783,0.013859,0.015122,0.018147,0.018975,38.0740741,28.6037736,25.929078
