Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50]
seq5929,0.098357,0.028102,0.028102,0.035127,0.007025,0.007025,0.014051,0.049178,0.007025,0.028102,0.049178,0.000000,0.035127,0.014051,0.028102,0.049178,0.035127,0.000000,0.014051,0.035127,0.017747,0.014689,0.013411,0.014487,0.016578,0.013556,0.013663,0.015386,0.015240,0.011565,0.016896,0.016184,0.013613,0.015712,0.015627,0.013399,0.014825,0.013714,0.016407,0.010487,0.016651,0.011129,0.013895,0.014173,0.015337,0.014210,0.016738,0.015430,0.014347,0.012861,0.173257,0.049502,0.049502,0.061878,0.012376,0.012376,0.024751,0.086629,0.012376,0.049502,0.086629,0.000000,0.061878,0.024751,0.049502,0.086629,0.061878,0.000000,0.024751,0.061878,0.000343,0.000387,0.000328,0.000256,0.000339,0.000414,0.000343,0.000291,0.000337,0.000348,0.000334,0.000383,0.000264,0.000339,0.000352,0.000413,0.000313,0.000312,0.000397,0.000404,0.000334,0.000241,0.000371,0.000324,0.000291,0.000229,0.000305,0.000289,0.000334,0.000343,0.089978,0.025708,0.025708,0.032135,0.006427,0.006427,0.012854,0.044989,0.006427,0.025708,0.044989,0.000000,0.032135,0.012854,0.025708,0.044989,0.032135,0.000000,0.012854,0.032135,0.018326,0.016884,0.012978,0.015908,0.018586,0.014508,0.015499,0.016533,0.018259,0.011607,0.018996,0.018325,0.015654,0.017823,0.018163,0.015891,0.017643,0.013154,0.015845,0.011116,0.017013,0.014711,0.015467,0.013343,0.018515,0.015912,0.017708,0.017020,0.020150,0.014299
seq5930,0.052433,0.019663,0.013108,0.039325,0.000000,0.039325,0.026217,0.019663,0.000000,0.052433,0.045879,0.013108,0.013108,0.032771,0.039325,0.052433,0.032771,0.006554,0.013108,0.013108,0.015542,0.015674,0.015172,0.017648,0.012770,0.015939,0.015803,0.016813,0.016550,0.016118,0.018240,0.013169,0.017326,0.014013,0.016043,0.017535,0.014261,0.017318,0.015240,0.014709,0.016133,0.016830,0.017694,0.016092,0.016141,0.016506,0.015558,0.013430,0.015035,0.016362,0.099038,0.037139,0.024760,0.074279,0.000000,0.074279,0.049519,0.037139,0.000000,0.099038,0.086658,0.024760,0.024760,0.061899,0.074279,0.099038,0.061899,0.012380,0.024760,0.024760,0.000302,0.000292,0.000253,0.000324,0.000278,0.000263,0.000255,0.000280,0.000279,0.000295,0.000320,0.000312,0.000332,0.000348,0.000278,0.000330,0.000400,0.000305,0.000309,0.000403,0.000287,0.000340,0.000426,0.000320,0.000424,0.000339,0.000324,0.000324,0.000361,0.000317,0.041743,0.015654,0.010436,0.031307,0.000000,0.031307,0.020872,0.015654,0.000000,0.041743,0.036525,0.010436,0.010436,0.026089,0.031307,0.041743,0.026089,0.005218,0.010436,0.010436,0.018848,0.020249,0.017966,0.022153,0.016655,0.019766,0.020889,0.020342,0.020782,0.020931,0.020015,0.016628,0.018990,0.018414,0.020226,0.019492,0.015749,0.019962,0.019311,0.017774,0.020443,0.021870,0.020449,0.019688,0.020270,0.020403,0.018368,0.016028,0.019083,0.020826
seq5931,0.045014,0.030009,0.022507,0.030009,0.015005,0.052516,0.060018,0.060018,0.022507,0.030009,0.037511,0.007502,0.015005,0.007502,0.037511,0.075023,0.015005,0.000000,0.007502,0.030009,0.012113,0.013647,0.015308,0.014753,0.013503,0.014265,0.013542,0.013546,0.012080,0.013326,0.011968,0.012601,0.014241,0.012875,0.014325,0.010773,0.012894,0.013003,0.013828,0.016244,0.013631,0.014538,0.012468,0.014779,0.011723,0.013944,0.012322,0.011194,0.014020,0.012364,0.074303,0.049535,0.037151,0.049535,0.024768,0.086687,0.099071,0.099071,0.037151,0.049535,0.061919,0.012384,0.024768,0.012384,0.061919,0.123838,0.024768,0.000000,0.012384,0.049535,0.000315,0.000342,0.000321,0.000328,0.000274,0.000280,0.000361,0.000254,0.000197,0.000305,0.000345,0.000324,0.000282,0.000264,0.000361,0.000337,0.000287,0.000265,0.000292,0.000377,0.000342,0.000264,0.000299,0.000354,0.000381,0.000328,0.000290,0.000339,0.000342,0.000245,0.039017,0.026011,0.019508,0.026011,0.013006,0.045519,0.052022,0.052022,0.019508,0.026011,0.032514,0.006503,0.013006,0.006503,0.032514,0.065028,0.013006,0.000000,0.006503,0.026011,0.015659,0.016507,0.017171,0.017229,0.014514,0.017139,0.015613,0.018395,0.014916,0.016383,0.016470,0.015684,0.017078,0.013664,0.016505,0.010786,0.018749,0.018081,0.018320,0.018869,0.014438,0.015198,0.013550,0.017847,0.012108,0.016021,0.015957,0.014674,0.017985,0.014269
seq5932,0.035698,0.028559,0.035698,0.014279,0.000000,0.014279,0.071397,0.035698,0.000000,0.042838,0.028559,0.049978,0.014279,0.035698,0.014279,0.028559,0.049978,0.007140,0.007140,0.057117,0.014193,0.015141,0.015253,0.014302,0.015874,0.014442,0.014643,0.013409,0.011054,0.014968,0.015288,0.012598,0.012533,0.016599,0.013181,0.016690,0.015046,0.014133,0.012271,0.015528,0.012562,0.013178,0.014601,0.011410,0.015019,0.016445,0.017106,0.011906,0.015979,0.013474,0.061897,0.049518,0.061897,0.024759,0.000000,0.024759,0.123795,0.061897,0.000000,0.074277,0.049518,0.086656,0.024759,0.061897,0.024759,0.049518,0.086656,0.012379,0.012379,0.099036,0.000336,0.000308,0.000358,0.000347,0.000269,0.000339,0.000351,0.000337,0.000308,0.000284,0.000256,0.000300,0.000290,0.000309,0.000299,0.000313,0.000351,0.000347,0.000359,0.000327,0.000294,0.000340,0.000274,0.000330,0.000320,0.000284,0.000369,0.000356,0.000336,0.000353,0.029952,0.023962,0.029952,0.011981,0.000000,0.011981,0.059904,0.029952,0.000000,0.035943,0.023962,0.041933,0.011981,0.029952,0.011981,0.023962,0.041933,0.005990,0.005990,0.047923,0.017279,0.016290,0.021589,0.020503,0.021127,0.018715,0.018170,0.015371,0.015944,0.017961,0.015603,0.012923,0.014311,0.018579,0.016467,0.021713,0.017065,0.019091,0.013281,0.014649,0.013583,0.017524,0.016338,0.013414,0.019382,0.019474,0.022034,0.016613,0.019805,0.015968
seq5933,0.013512,0.013512,0.027023,0.054047,0.040535,0.040535,0.047291,0.040535,0.020268,0.027023,0.047291,0.000000,0.006756,0.027023,0.020268,0.047291,0.033779,0.013512,0.006756,0.013512,0.017161,0.013222,0.017200,0.014321,0.016415,0.015989,0.012848,0.018774,0.012457,0.017698,0.011099,0.015784,0.013963,0.014735,0.016803,0.013283,0.016756,0.010464,0.016202,0.014016,0.017811,0.016315,0.015402,0.018288,0.011854,0.019267,0.012651,0.019600,0.012277,0.016879,0.024730,0.024730,0.049460,0.098921,0.074190,0.074190,0.086555,0.074190,0.037095,0.049460,0.086555,0.000000,0.012365,0.049460,0.037095,0.086555,0.061825,0.024730,0.012365,0.024730,0.000426,0.000307,0.000362,0.000344,0.000358,0.000359,0.000292,0.000434,0.000268,0.000394,0.000332,0.000371,0.000330,0.000370,0.000418,0.000260,0.000458,0.000301,0.000382,0.000352,0.000435,0.000361,0.000261,0.000429,0.000278,0.000462,0.000321,0.000391,0.000325,0.000411,0.011307,0.011307,0.022614,0.045229,0.033922,0.033922,0.039575,0.033922,0.016961,0.022614,0.039575,0.000000,0.005654,0.022614,0.016961,0.039575,0.028268,0.011307,0.005654,0.011307,0.020929,0.016928,0.021099,0.017111,0.019088,0.021192,0.014978,0.021960,0.012909,0.022527,0.011770,0.019054,0.017130,0.017146,0.019130,0.017739,0.020994,0.010703,0.019947,0.015022,0.021977,0.017589,0.018608,0.022183,0.014486,0.021030,0.016390,0.026059,0.013783,0.018252
seq5934,0.118685,0.014836,0.022253,0.014836,0.000000,0.007418,0.022253,0.081596,0.014836,0.014836,0.051925,0.007418,0.014836,0.014836,0.029671,0.059343,0.014836,0.014836,0.007418,0.066760,0.015081,0.015405,0.012616,0.013023,0.014270,0.011186,0.012406,0.014115,0.012232,0.013054,0.014640,0.014657,0.011970,0.014016,0.012718,0.012114,0.014844,0.016354,0.011101,0.013833,0.013144,0.013027,0.012597,0.014121,0.013717,0.012495,0.015698,0.015256,0.013010,0.013875,0.197968,0.024746,0.037119,0.024746,0.000000,0.012373,0.037119,0.136103,0.024746,0.024746,0.086611,0.012373,0.024746,0.024746,0.049492,0.098984,0.024746,0.024746,0.012373,0.111357,0.000321,0.000414,0.000383,0.000346,0.000376,0.000343,0.000322,0.000318,0.000345,0.000293,0.000292,0.000345,0.000375,0.000308,0.000295,0.000321,0.000285,0.000332,0.000392,0.000364,0.000316,0.000360,0.000338,0.000289,0.000267,0.000396,0.000348,0.000352,0.000331,0.000396,0.098523,0.012315,0.018473,0.012315,0.000000,0.006158,0.018473,0.067735,0.012315,0.012315,0.043104,0.006158,0.012315,0.012315,0.024631,0.049262,0.012315,0.012315,0.006158,0.055419,0.018876,0.020963,0.016776,0.017723,0.017681,0.012346,0.016640,0.016484,0.016994,0.016613,0.016847,0.018820,0.012575,0.015814,0.015666,0.016145,0.019378,0.020526,0.012926,0.018474,0.016810,0.015408,0.017016,0.018699,0.017602,0.015471,0.018841,0.017572,0.014583,0.017113
seq5935,0.019774,0.039547,0.039547,0.039547,0.006591,0.019774,0.032956,0.039547,0.006591,0.032956,0.046139,0.032956,0.032956,0.032956,0.013182,0.019774,0.032956,0.000000,0.013182,0.026365,0.015605,0.016990,0.017765,0.018727,0.016939,0.016849,0.013046,0.016895,0.014958,0.017483,0.015306,0.015031,0.013217,0.013843,0.015829,0.016086,0.013353,0.015406,0.018383,0.017277,0.016594,0.014641,0.015968,0.013204,0.013074,0.014740,0.015893,0.017397,0.016676,0.015524,0.037100,0.074199,0.074199,0.074199,0.012367,0.037100,0.061833,0.074199,0.012367,0.061833,0.086566,0.061833,0.061833,0.061833,0.024733,0.037100,0.061833,0.000000,0.024733,0.049466,0.000305,0.000367,0.000258,0.000394,0.000416,0.000305,0.000342,0.000422,0.000390,0.000352,0.000402,0.000354,0.000332,0.000390,0.000388,0.000352,0.000400,0.000360,0.000322,0.000373,0.000356,0.000340,0.000349,0.000348,0.000279,0.000291,0.000360,0.000339,0.000364,0.000427,0.018375,0.036750,0.036750,0.036750,0.006125,0.018375,0.030625,0.036750,0.006125,0.030625,0.042875,0.030625,0.030625,0.030625,0.012250,0.018375,0.030625,0.000000,0.012250,0.024500,0.014628,0.015519,0.019898,0.020563,0.018025,0.019098,0.017362,0.019003,0.017119,0.021649,0.016080,0.015801,0.014548,0.016251,0.015304,0.016205,0.013514,0.016573,0.021829,0.018933,0.021801,0.015871,0.015026,0.013741,0.012652,0.013648,0.016096,0.018722,0.016143,0.018403
seq5936,0.020671,0.013780,0.034451,0.027561,0.020671,0.027561,0.048231,0.048231,0.006890,0.062012,0.048231,0.041341,0.020671,0.013780,0.006890,0.048231,0.013780,0.000000,0.006890,0.041341,0.015276,0.014715,0.014953,0.014352,0.015507,0.016911,0.016090,0.014122,0.016158,0.016116,0.016059,0.013442,0.015559,0.015354,0.015070,0.014527,0.015040,0.015539,0.012261,0.016090,0.014362,0.017945,0.013906,0.014696,0.014280,0.013166,0.016229,0.013564,0.012475,0.015021,0.037073,0.024716,0.061789,0.049431,0.037073,0.049431,0.086505,0.086505,0.012358,0.111220,0.086505,0.074147,0.037073,0.024716,0.012358,0.086505,0.024716,0.000000,0.012358,0.074147,0.000417,0.000317,0.000419,0.000378,0.000396,0.000374,0.000434,0.000392,0.000402,0.000453,0.000300,0.000433,0.000356,0.000404,0.000357,0.000440,0.000347,0.000403,0.000324,0.000416,0.000375,0.000434,0.000332,0.000373,0.000308,0.000339,0.000393,0.000370,0.000324,0.000366,0.018232,0.012155,0.030386,0.024309,0.018232,0.024309,0.042541,0.042541,0.006077,0.054696,0.042541,0.036464,0.018232,0.012155,0.006077,0.042541,0.012155,0.000000,0.006077,0.036464,0.016874,0.016084,0.020373,0.017176,0.018728,0.020204,0.016915,0.016536,0.018023,0.018858,0.015987,0.015911,0.018873,0.017233,0.018332,0.017418,0.018352,0.018278,0.012015,0.019280,0.015621,0.021161,0.014940,0.016703,0.015075,0.016101,0.019006,0.014500,0.013083,0.016178
seq5937,0.052044,0.026022,0.006506,0.039033,0.000000,0.032528,0.039033,0.026022,0.006506,0.019517,0.078067,0.013011,0.013011,0.019517,0.058550,0.026022,0.032528,0.000000,0.000000,0.032528,0.018265,0.017725,0.015098,0.014200,0.015395,0.014088,0.015149,0.015835,0.016427,0.016899,0.012839,0.015606,0.018436,0.015440,0.016261,0.016583,0.016306,0.015529,0.016002,0.016373,0.016719,0.016683,0.013704,0.018876,0.017115,0.014850,0.014867,0.017068,0.014247,0.016970,0.099195,0.049597,0.012399,0.074396,0.000000,0.061997,0.074396,0.049597,0.012399,0.037198,0.148792,0.024799,0.024799,0.037198,0.111594,0.049597,0.061997,0.000000,0.000000,0.061997,0.000278,0.000260,0.000295,0.000233,0.000272,0.000326,0.000278,0.000229,0.000278,0.000317,0.000264,0.000204,0.000316,0.000269,0.000334,0.000222,0.000278,0.000255,0.000236,0.000272,0.000317,0.000268,0.000263,0.000230,0.000281,0.000241,0.000284,0.000265,0.000237,0.000247,0.049099,0.024549,0.006137,0.036824,0.000000,0.030687,0.036824,0.024549,0.006137,0.018412,0.073648,0.012275,0.012275,0.018412,0.055236,0.024549,0.030687,0.000000,0.000000,0.030687,0.019295,0.016658,0.018111,0.015989,0.015717,0.013112,0.015740,0.018263,0.016620,0.018197,0.014873,0.013941,0.019056,0.016653,0.017693,0.018400,0.014444,0.014279,0.019637,0.016682,0.016174,0.019463,0.014794,0.018266,0.018465,0.018797,0.015704,0.018579,0.014947,0.020463
seq5938,0.020741,0.027655,0.055310,0.034569,0.006914,0.000000,0.034569,0.048397,0.013828,0.110621,0.027655,0.041483,0.006914,0.013828,0.013828,0.027655,0.006914,0.000000,0.027655,0.034569,0.013650,0.018370,0.019634,0.015780,0.013114,0.011015,0.013807,0.014671,0.020257,0.016872,0.014010,0.010609,0.013940,0.014448,0.018339,0.016717,0.016053,0.008549,0.013257,0.016693,0.017006,0.016035,0.015614,0.011061,0.012979,0.011679,0.018287,0.018802,0.014243,0.011404,0.036947,0.049262,0.098524,0.061578,0.012316,0.000000,0.061578,0.086209,0.024631,0.197049,0.049262,0.073893,0.012316,0.024631,0.024631,0.049262,0.012316,0.000000,0.049262,0.061578,0.000439,0.000494,0.000473,0.000503,0.000398,0.000419,0.000449,0.000515,0.000571,0.000531,0.000572,0.000542,0.000485,0.000572,0.000627,0.000524,0.000493,0.000436,0.000547,0.000467,0.000486,0.000532,0.000470,0.000434,0.000413,0.000414,0.000539,0.000616,0.000423,0.000372,0.016086,0.021448,0.042896,0.026810,0.005362,0.000000,0.026810,0.037534,0.010724,0.085792,0.021448,0.032172,0.005362,0.010724,0.010724,0.021448,0.005362,0.000000,0.021448,0.026810,0.018878,0.023088,0.025193,0.020743,0.016547,0.013759,0.019474,0.019352,0.025252,0.020371,0.017181,0.012680,0.018258,0.018279,0.022582,0.021555,0.020373,0.009450,0.016785,0.022703,0.022131,0.020488,0.018110,0.014884,0.019038,0.014629,0.022364,0.025995,0.016041,0.014852
seq5939,0.063781,0.035434,0.028347,0.028347,0.014173,0.021260,0.007087,0.042520,0.021260,0.014173,0.049607,0.014173,0.014173,0.014173,0.049607,0.042520,0.042520,0.014173,0.014173,0.035434,0.015626,0.015891,0.015867,0.016347,0.012816,0.015051,0.013984,0.015290,0.015118,0.013356,0.013524,0.012474,0.014268,0.013753,0.015912,0.014022,0.014577,0.014517,0.013413,0.015098,0.014954,0.012743,0.015054,0.012296,0.015460,0.015725,0.013026,0.012415,0.015429,0.015055,0.111408,0.061893,0.049515,0.049515,0.024757,0.037136,0.012379,0.074272,0.037136,0.024757,0.086650,0.024757,0.024757,0.024757,0.086650,0.074272,0.074272,0.024757,0.024757,0.061893,0.000311,0.000344,0.000309,0.000364,0.000315,0.000350,0.000242,0.000293,0.000330,0.000377,0.000363,0.000307,0.000263,0.000249,0.000352,0.000300,0.000387,0.000326,0.000335,0.000338,0.000205,0.000360,0.000326,0.000339,0.000374,0.000275,0.000345,0.000318,0.000355,0.000352,0.053799,0.029888,0.023911,0.023911,0.011955,0.017933,0.005978,0.035866,0.017933,0.011955,0.041844,0.011955,0.011955,0.011955,0.041844,0.035866,0.035866,0.011955,0.011955,0.029888,0.022381,0.018990,0.019647,0.020884,0.011943,0.020412,0.017320,0.018345,0.016515,0.013448,0.018686,0.013851,0.017531,0.016265,0.019951,0.017796,0.017073,0.016563,0.014208,0.019408,0.018241,0.015103,0.018132,0.013076,0.020689,0.017133,0.015930,0.015632,0.017848,0.018787
seq5940,0.027238,0.027238,0.013619,0.027238,0.013619,0.027238,0.020428,0.074904,0.006809,0.047666,0.020428,0.020428,0.027238,0.047666,0.040857,0.020428,0.047666,0.000000,0.013619,0.020428,0.014555,0.015297,0.016903,0.014362,0.014914,0.015504,0.014145,0.014653,0.015671,0.015755,0.018324,0.017152,0.017041,0.011408,0.014067,0.015456,0.016981,0.017794,0.017228,0.016895,0.012632,0.014912,0.013714,0.012452,0.017473,0.016834,0.016323,0.011776,0.011142,0.013882,0.049474,0.049474,0.024737,0.049474,0.024737,0.049474,0.037105,0.136053,0.012368,0.086579,0.037105,0.037105,0.049474,0.086579,0.074211,0.037105,0.086579,0.000000,0.024737,0.037105,0.000366,0.000394,0.000405,0.000479,0.000327,0.000308,0.000346,0.000244,0.000438,0.000398,0.000361,0.000380,0.000277,0.000296,0.000392,0.000324,0.000454,0.000311,0.000218,0.000411,0.000320,0.000350,0.000422,0.000254,0.000348,0.000330,0.000256,0.000426,0.000324,0.000364,0.022011,0.022011,0.011005,0.022011,0.011005,0.022011,0.016508,0.060530,0.005503,0.038519,0.016508,0.016508,0.022011,0.038519,0.033016,0.016508,0.038519,0.000000,0.011005,0.016508,0.018320,0.017824,0.021016,0.016161,0.017457,0.018533,0.022233,0.016202,0.018937,0.019390,0.023254,0.020447,0.021244,0.017528,0.017971,0.019622,0.022683,0.021129,0.019699,0.019962,0.016636,0.019002,0.014495,0.014129,0.021530,0.019154,0.019202,0.016570,0.014054,0.015399
seq5941,0.023336,0.038893,0.015557,0.038893,0.000000,0.007779,0.031114,0.085565,0.038893,0.015557,0.038893,0.062229,0.015557,0.000000,0.031114,0.116679,0.023336,0.000000,0.007779,0.031114,0.011954,0.011194,0.010696,0.012957,0.012225,0.012537,0.011984,0.012544,0.013934,0.011875,0.014640,0.013305,0.012777,0.013473,0.010331,0.012937,0.010613,0.012290,0.015228,0.012127,0.012413,0.013565,0.011507,0.013997,0.011650,0.014169,0.013786,0.011527,0.012995,0.012479,0.037158,0.061930,0.024772,0.061930,0.000000,0.012386,0.049544,0.136247,0.061930,0.024772,0.061930,0.099089,0.024772,0.000000,0.049544,0.185791,0.037158,0.000000,0.012386,0.049544,0.000245,0.000307,0.000353,0.000317,0.000275,0.000291,0.000294,0.000327,0.000335,0.000292,0.000258,0.000296,0.000287,0.000389,0.000336,0.000321,0.000264,0.000304,0.000321,0.000289,0.000333,0.000299,0.000372,0.000369,0.000350,0.000313,0.000285,0.000202,0.000242,0.000247,0.021668,0.036114,0.014446,0.036114,0.000000,0.007223,0.028891,0.079450,0.036114,0.014446,0.036114,0.057782,0.014446,0.000000,0.028891,0.108341,0.021668,0.000000,0.007223,0.028891,0.014726,0.012492,0.011567,0.014913,0.012549,0.015439,0.014747,0.015807,0.015536,0.012142,0.016567,0.013117,0.013693,0.014850,0.010738,0.014332,0.014058,0.011632,0.016870,0.012886,0.013300,0.015004,0.014516,0.015938,0.012093,0.016884,0.014902,0.011319,0.016764,0.012797
seq5942,0.038551,0.030841,0.023131,0.023131,0.069392,0.015420,0.023131,0.100233,0.023131,0.007710,0.023131,0.046261,0.015420,0.015420,0.015420,0.023131,0.030841,0.007710,0.046261,0.038551,0.012389,0.010394,0.011129,0.012576,0.010555,0.012070,0.011558,0.012606,0.012634,0.012886,0.012831,0.012401,0.012446,0.011893,0.012774,0.012253,0.012659,0.013009,0.012158,0.013562,0.012280,0.012661,0.014108,0.011755,0.016733,0.011275,0.014939,0.015280,0.013367,0.015999,0.061812,0.049449,0.037087,0.037087,0.111261,0.024725,0.037087,0.160710,0.037087,0.012362,0.037087,0.074174,0.024725,0.024725,0.024725,0.037087,0.049449,0.012362,0.074174,0.061812,0.000415,0.000366,0.000408,0.000384,0.000314,0.000372,0.000315,0.000366,0.000337,0.000374,0.000360,0.000317,0.000393,0.000420,0.000338,0.000320,0.000374,0.000374,0.000414,0.000411,0.000351,0.000352,0.000386,0.000390,0.000357,0.000420,0.000294,0.000297,0.000407,0.000387,0.033173,0.026538,0.019904,0.019904,0.059711,0.013269,0.019904,0.086249,0.019904,0.006635,0.019904,0.039807,0.013269,0.013269,0.013269,0.019904,0.026538,0.006635,0.039807,0.033173,0.018311,0.013540,0.016070,0.017327,0.012251,0.017576,0.013458,0.016530,0.015033,0.018871,0.016916,0.015922,0.016235,0.014465,0.014188,0.014651,0.013819,0.015700,0.014693,0.016311,0.012619,0.014316,0.017827,0.014262,0.020535,0.011660,0.016140,0.018056,0.013220,0.018735
seq5943,0.039251,0.032709,0.019626,0.026167,0.000000,0.013084,0.032709,0.026167,0.013084,0.052335,0.065419,0.045793,0.013084,0.019626,0.032709,0.006542,0.026167,0.006542,0.039251,0.013084,0.017048,0.015197,0.016609,0.016509,0.014674,0.014303,0.015650,0.017215,0.017852,0.014950,0.016337,0.013277,0.016152,0.015369,0.017494,0.016210,0.013613,0.016691,0.013719,0.016236,0.016446,0.016345,0.014170,0.016710,0.015050,0.015619,0.015916,0.017907,0.016413,0.016971,0.074294,0.061912,0.037147,0.049529,0.000000,0.024765,0.061912,0.049529,0.024765,0.099058,0.123823,0.086676,0.024765,0.037147,0.061912,0.012382,0.049529,0.012382,0.074294,0.024765,0.000298,0.000246,0.000366,0.000303,0.000333,0.000281,0.000257,0.000297,0.000304,0.000305,0.000353,0.000268,0.000369,0.000307,0.000347,0.000298,0.000340,0.000366,0.000317,0.000390,0.000290,0.000310,0.000337,0.000292,0.000364,0.000286,0.000386,0.000229,0.000286,0.000293,0.035082,0.029235,0.017541,0.023388,0.000000,0.011694,0.029235,0.023388,0.011694,0.046775,0.058469,0.040928,0.011694,0.017541,0.029235,0.005847,0.023388,0.005847,0.035082,0.011694,0.017210,0.016585,0.015996,0.016944,0.016927,0.018620,0.018708,0.020007,0.019033,0.017904,0.019947,0.017226,0.016323,0.018480,0.018521,0.019894,0.015887,0.018041,0.014525,0.016395,0.018834,0.016055,0.014905,0.020900,0.016092,0.017125,0.016854,0.021236,0.020850,0.016226
seq5944,0.056564,0.014141,0.007070,0.028282,0.021211,0.028282,0.021211,0.021211,0.007070,0.035352,0.042423,0.070705,0.014141,0.021211,0.028282,0.049493,0.042423,0.007070,0.007070,0.042423,0.013874,0.016429,0.014241,0.016117,0.015728,0.016893,0.013537,0.014960,0.013791,0.011416,0.013956,0.013883,0.013913,0.016971,0.015358,0.013538,0.016441,0.014448,0.012351,0.013197,0.015137,0.014756,0.014482,0.016242,0.013396,0.015248,0.012805,0.011947,0.014953,0.014354,0.099150,0.024788,0.012394,0.049575,0.037181,0.049575,0.037181,0.037181,0.012394,0.061969,0.074363,0.123938,0.024788,0.037181,0.049575,0.086757,0.074363,0.012394,0.012394,0.074363,0.000303,0.000307,0.000299,0.000320,0.000261,0.000265,0.000290,0.000300,0.000257,0.000296,0.000280,0.000318,0.000251,0.000297,0.000277,0.000241,0.000363,0.000312,0.000256,0.000292,0.000252,0.000236,0.000254,0.000309,0.000307,0.000230,0.000289,0.000272,0.000251,0.000311,0.049243,0.012311,0.006155,0.024622,0.018466,0.024622,0.018466,0.018466,0.006155,0.030777,0.036933,0.061554,0.012311,0.018466,0.024622,0.043088,0.036933,0.006155,0.006155,0.036933,0.016391,0.018608,0.018003,0.020492,0.018029,0.020794,0.015758,0.015491,0.016060,0.012145,0.015460,0.019041,0.015711,0.018148,0.017975,0.018436,0.020406,0.014528,0.014677,0.014473,0.017116,0.018243,0.017041,0.019942,0.016283,0.019425,0.014057,0.013745,0.016442,0.014645
